;start;end;value1;color;V6;V7
1;0;200000;0;a;0;0
1;200000;400000;6;a;0;0
1;400000;600000;11;a;0;0
1;600000;800000;30;a;0;0
1;800000;1000000;31;a;0;0
1;1000000;1200000;8;a;0;0
1;1200000;1400000;28;a;0;0
1;1400000;1600000;39;a;0;0
1;1600000;1800000;59;a;0;0
1;1800000;2000000;22;a;0;0
1;2000000;2200000;20;a;0;0
1;2200000;2400000;25;a;0;0
1;2400000;2600000;50;a;0;0
1;2600000;2800000;60;a;0;0
1;2800000;3000000;36;a;0;0
1;3000000;3200000;85;a;0;0
1;3200000;3400000;55;a;0;0
1;3400000;3600000;56;a;0;0
1;3600000;3800000;29;a;0;0
1;3800000;4000000;73;a;0;0
1;4000000;4200000;86;a;0;0
1;4200000;4400000;21;a;0;0
1;4400000;4600000;28;a;0;0
1;4600000;4800000;24;a;0;0
1;4800000;5000000;36;a;0;0
1;5000000;5200000;16;a;0;0
1;5200000;5400000;9;a;0;0
1;5400000;5600000;37;a;0;0
1;5600000;5800000;15;a;0;0
1;5800000;6000000;16;a;0;0
1;6000000;6200000;17;a;0;0
1;6200000;6400000;21;a;0;0
1;6400000;6600000;27;a;0;0
1;6600000;6800000;22;a;0;0
1;6800000;7000000;17;a;0;0
1;7000000;7200000;30;a;0;0
1;7200000;7400000;17;a;0;0
1;7400000;7600000;21;a;0;0
1;7600000;7800000;24;a;0;0
1;7800000;8000000;54;a;0;0
1;8000000;8200000;30;a;0;0
1;8200000;8400000;40;a;0;0
1;8400000;8600000;39;a;0;0
1;8600000;8800000;61;a;0;0
1;8800000;9000000;37;a;0;0
1;9000000;9200000;36;a;0;0
1;9200000;9400000;52;a;0;0
1;9400000;9600000;27;a;0;0
1;9600000;9800000;23;a;0;0
1;9800000;10000000;37;a;0;0
1;10000000;10200000;35;a;0;0
1;10200000;10400000;47;a;0;0
1;10400000;10600000;30;a;0;0
1;10600000;10800000;50;a;0;0
1;10800000;11000000;33;a;0;0
1;11000000;11200000;13;a;0;0
1;11200000;11400000;45;a;0;0
1;11400000;11600000;13;a;0;0
1;11600000;11800000;72;a;0;0
1;11800000;12000000;58;a;0;0
1;12000000;12200000;82;a;0;0
1;12200000;12400000;92;a;0;0
1;12400000;12600000;56;a;0;0
1;12600000;12800000;23;a;0;0
1;12800000;13000000;70;a;0;0
1;13000000;13200000;64;a;0;0
1;13200000;13400000;94;a;0;0
1;13400000;13600000;95;a;0;0
1;13600000;13800000;73;a;0;0
1;13800000;14000000;19;a;0;0
1;14000000;14200000;31;a;0;0
1;14200000;14400000;80;a;0;0
1;14400000;14600000;63;a;0;0
1;14600000;14800000;41;a;0;0
1;14800000;15000000;40;a;0;0
1;15000000;15200000;40;a;0;0
1;15200000;15400000;18;a;0;0
1;15400000;15600000;36;a;0;0
1;15600000;15800000;61;a;0;0
1;15800000;16000000;55;a;0;0
1;16000000;16200000;55;a;0;0
1;16200000;16400000;27;a;0;0
1;16400000;16600000;25;a;0;0
1;16600000;16800000;55;a;0;0
1;16800000;17000000;67;a;0;0
1;17000000;17200000;92;a;0;0
1;17200000;17400000;87;a;0;0
1;17400000;17600000;93;a;0;0
1;17600000;17800000;90;a;0;0
1;17800000;18000000;94;a;0;0
1;18000000;18200000;64;a;0;0
1;18200000;18400000;65;a;0;0
1;18400000;18600000;60;a;0;0
1;18600000;18800000;55;a;0;0
1;18800000;19000000;40;a;0;0
1;19000000;19200000;73;a;0;0
1;19200000;19400000;66;a;0;0
1;19400000;19600000;35;a;0;0
1;19600000;19800000;50;a;0;0
1;19800000;20000000;61;a;0;0
1;20000000;20200000;53;a;0;0
1;20200000;20400000;59;a;0;0
1;20400000;20600000;78;a;0;0
1;20600000;20800000;49;a;0;0
1;20800000;21000000;87;a;0;0
1;21000000;21200000;61;a;0;0
1;21200000;21400000;35;a;0;0
1;21400000;21600000;30;a;0;0
1;21600000;21800000;40;a;0;0
1;21800000;22000000;34;a;0;0
1;22000000;22200000;42;a;0;0
1;22200000;22400000;74;a;0;0
1;22400000;22600000;46;a;0;0
1;22600000;22800000;38;a;0;0
1;22800000;23000000;54;a;0;0
1;23000000;23200000;60;a;0;0
1;23200000;23400000;59;a;0;0
1;23400000;23600000;61;a;0;0
1;23600000;23800000;60;a;0;0
1;23800000;24000000;48;a;0;0
1;24000000;24200000;69;a;0;0
1;24200000;24400000;54;a;0;0
1;24400000;24600000;49;a;0;0
1;24600000;24800000;83;a;0;0
1;24800000;25000000;87;a;0;0
1;25000000;25200000;86;a;0;0
1;25200000;25400000;82;a;0;0
1;25400000;25600000;76;a;0;0
1;25600000;25800000;95;a;0;0
1;25800000;26000000;89;a;0;0
1;26000000;26200000;94;a;0;0
1;26200000;26400000;83;a;0;0
1;26400000;26600000;91;a;0;0
1;26600000;26800000;92;a;0;0
1;26800000;27000000;86;a;0;0
1;27000000;27200000;83;a;0;0
1;27200000;27400000;95;a;0;0
1;27400000;27600000;91;a;0;0
1;27600000;27800000;82;a;0;0
1;27800000;28000000;87;a;0;0
1;28000000;28200000;92;a;0;0
1;28200000;28400000;94;a;0;0
1;28400000;28600000;96;a;0;0
1;28600000;28800000;93;a;0;0
1;28800000;29000000;66;a;0;0
1;29000000;29200000;95;a;0;0
1;29200000;29400000;91;a;0;0
1;29400000;29600000;61;a;0;0
1;29600000;29800000;86;a;0;0
1;29800000;30000000;86;a;0;0
1;30000000;30200000;82;a;0;0
1;30200000;30400000;75;a;0;0
1;30400000;30600000;92;a;0;0
1;30600000;30800000;94;a;0;0
1;30800000;31000000;89;a;0;0
1;31000000;31200000;76;a;0;0
1;31200000;31400000;86;a;0;0
1;31400000;31600000;78;a;0;0
1;31600000;31800000;97;a;0;0
1;31800000;32000000;75;a;0;0
1;32000000;32200000;82;a;0;0
1;32200000;32400000;91;a;0;0
1;32400000;32600000;90;a;0;0
1;32600000;32800000;67;a;0;0
1;32800000;33000000;79;a;0;0
1;33000000;33200000;82;a;0;0
1;33200000;33400000;91;a;0;0
1;33400000;33600000;85;a;0;0
1;33600000;33800000;84;a;0;0
1;33800000;34000000;87;a;0;0
1;34000000;34200000;91;a;0;0
1;34200000;34400000;88;a;0;0
1;34400000;34600000;85;a;0;0
1;34600000;34800000;91;a;0;0
1;34800000;35000000;94;a;0;0
1;35000000;35200000;91;a;0;0
1;35200000;35400000;79;a;0;0
1;35400000;35600000;94;a;0;0
1;35600000;35800000;94;a;0;0
1;35800000;36000000;92;a;0;0
1;36000000;36200000;97;a;0;0
1;36200000;36400000;92;a;0;0
1;36400000;36600000;84;a;0;0
1;36600000;36800000;91;a;0;0
1;36800000;37000000;82;a;0;0
1;37000000;37200000;80;a;0;0
1;37200000;37400000;90;a;0;0
1;37400000;37600000;83;a;0;0
1;37600000;37800000;41;a;0;0
1;37800000;38000000;78;a;0;0
1;38000000;38200000;77;a;0;0
1;38200000;38400000;72;a;0;0
1;38400000;38600000;90;a;0;0
1;38600000;38800000;46;a;0;0
1;38800000;39000000;58;a;0;0
1;39000000;39200000;45;a;0;0
1;39200000;39400000;46;a;0;0
1;39400000;39600000;54;a;0;0
1;39600000;39800000;70;a;0;0
1;39800000;40000000;35;a;0;0
1;40000000;40200000;78;a;0;0
1;40200000;40400000;43;a;0;0
1;40400000;40600000;70;a;0;0
1;40600000;40800000;56;a;0;0
1;40800000;41000000;59;a;0;0
1;41000000;41200000;52;a;0;0
1;41200000;41400000;41;a;0;0
1;41400000;41600000;57;a;0;0
1;41600000;41800000;91;a;0;0
1;41800000;42000000;59;a;0;0
1;42000000;42200000;68;a;0;0
1;42200000;42400000;37;a;0;0
1;42400000;42600000;73;a;0;0
1;42600000;42800000;68;a;0;0
1;42800000;43000000;78;a;0;0
1;43000000;43200000;45;a;0;0
1;43200000;43400000;32;a;0;0
1;43400000;43600000;33;a;0;0
1;43600000;43800000;43;a;0;0
1;43800000;44000000;76;a;0;0
1;44000000;44200000;38;a;0;0
1;44200000;44400000;19;a;0;0
1;44400000;44600000;13;a;0;0
1;44600000;44800000;18;a;0;0
1;44800000;45000000;47;a;0;0
1;45000000;45200000;41;a;0;0
1;45200000;45400000;77;a;0;0
1;45400000;45600000;91;a;0;0
1;45600000;45800000;64;a;0;0
1;45800000;46000000;30;a;0;0
1;46000000;46200000;28;a;0;0
1;46200000;46400000;20;a;0;0
1;46400000;46600000;24;a;0;0
1;46600000;46800000;61;a;0;0
1;46800000;47000000;55;a;0;0
1;47000000;47200000;13;a;0;0
1;47200000;47400000;18;a;0;0
1;47400000;47600000;24;a;0;0
1;47600000;47800000;17;a;0;0
1;47800000;48000000;5;a;0;0
1;48000000;48200000;9;a;0;0
1;48200000;48400000;7;a;0;0
1;48400000;48600000;36;a;0;0
1;48600000;48800000;45;a;0;0
1;48800000;49000000;33;a;0;0
1;49000000;49200000;28;a;0;0
1;49200000;49400000;26;a;0;0
1;49400000;49600000;21;a;0;0
1;49600000;49800000;14;a;0;0
1;49800000;50000000;9;a;0;0
1;50000000;50200000;20;a;0;0
1;50200000;50400000;29;a;0;0
1;50400000;50600000;18;a;0;0
1;50600000;50800000;18;a;0;0
1;50800000;51000000;40;a;0;0
1;51000000;51200000;89;a;0;0
1;51200000;51400000;81;a;0;0
1;51400000;51600000;80;a;0;0
1;51600000;51800000;55;a;0;0
1;51800000;52000000;73;a;0;0
1;52000000;52200000;39;a;0;0
1;52200000;52400000;18;a;0;0
1;52400000;52600000;12;a;0;0
1;52600000;52800000;13;a;0;0
1;52800000;53000000;11;a;0;0
1;53000000;53200000;12;a;0;0
1;53200000;53400000;36;a;0;0
1;53400000;53600000;82;a;0;0
1;53600000;53800000;15;a;0;0
1;53800000;54000000;31;a;0;0
1;54000000;54200000;22;a;0;0
1;54200000;54400000;23;a;0;0
1;54400000;54600000;32;a;0;0
1;54600000;54800000;58;a;0;0
1;54800000;55000000;66;a;0;0
1;55000000;55200000;15;a;0;0
1;55200000;55400000;10;a;0;0
1;55400000;55600000;33;a;0;0
1;55600000;55800000;9;a;0;0
1;55800000;56000000;17;a;0;0
1;56000000;56200000;3;a;0;0
1;56200000;56400000;0;a;0;0
1;56400000;56600000;6;a;0;0
1;56600000;56800000;3;a;0;0
1;56800000;57000000;2;a;0;0
1;57000000;57200000;5;a;0;0
1;57200000;57400000;9;a;0;0
1;57400000;57600000;15;a;0;0
1;57600000;57800000;58;a;0;0
1;57800000;58000000;2;a;0;0
1;58000000;58200000;15;a;0;0
1;58200000;58400000;0;a;0;0
1;58400000;58600000;14;a;0;0
1;58600000;58800000;5;a;0;0
1;58800000;59000000;0;a;0;0
1;59000000;59200000;4;a;0;0
1;59200000;59400000;6;a;0;0
1;59400000;59600000;2;a;0;0
1;59600000;59800000;5;a;0;0
1;59800000;60000000;1;a;0;0
1;60000000;60200000;3;a;0;0
1;60200000;60400000;3;a;0;0
1;60400000;60600000;0;a;0;0
1;60600000;60800000;5;a;0;0
1;60800000;61000000;7;a;0;0
1;61000000;61200000;17;a;0;0
1;61200000;61400000;1;a;0;0
1;61400000;61600000;2;a;0;0
1;61600000;61800000;0;a;0;0
1;61800000;62000000;10;a;0;0
1;62000000;62200000;1;a;0;0
1;62200000;62400000;15;a;0;0
1;62400000;62600000;7;a;0;0
1;62600000;62800000;0;a;0;0
1;62800000;63000000;4;a;0;0
1;63000000;63200000;3;a;0;0
1;63200000;63400000;2;a;0;0
1;63400000;63600000;2;a;0;0
1;63600000;63800000;60;a;0;0
1;63800000;64000000;30;a;0;0
1;64000000;64200000;3;a;0;0
1;64200000;64400000;2;a;0;0
1;64400000;64600000;4;a;0;0
1;64600000;64800000;11;a;0;0
1;64800000;65000000;8;a;0;0
1;65000000;65200000;4;a;0;0
1;65200000;65400000;68;a;0;0
1;65400000;65600000;15;a;0;0
1;65600000;65800000;6;a;0;0
1;65800000;66000000;6;a;0;0
1;66000000;66200000;4;a;0;0
1;66200000;66400000;1;a;0;0
1;66400000;66600000;3;a;0;0
1;66600000;66800000;1;a;0;0
2;0;200000;0;a;0;0
2;200000;400000;34;a;0;0
2;400000;600000;27;a;0;0
2;600000;800000;1;a;0;0
2;800000;1000000;3;a;0;0
2;1000000;1200000;7;a;0;0
2;1200000;1400000;7;a;0;0
2;1400000;1600000;7;a;0;0
2;1600000;1800000;6;a;0;0
2;1800000;2000000;2;a;0;0
2;2000000;2200000;5;a;0;0
2;2200000;2400000;8;a;0;0
2;2400000;2600000;7;a;0;0
2;2600000;2800000;7;a;0;0
2;2800000;3000000;2;a;0;0
2;3000000;3200000;1;a;0;0
2;3200000;3400000;2;a;0;0
2;3400000;3600000;5;a;0;0
2;3600000;3800000;29;a;0;0
2;3800000;4000000;53;a;0;0
2;4000000;4200000;34;a;0;0
2;4200000;4400000;39;a;0;0
2;4400000;4600000;10;a;0;0
2;4600000;4800000;21;a;0;0
2;4800000;5000000;5;a;0;0
2;5000000;5200000;30;a;0;0
2;5200000;5400000;4;a;0;0
2;5400000;5600000;7;a;0;0
2;5600000;5800000;3;a;0;0
2;5800000;6000000;11;a;0;0
2;6000000;6200000;6;a;0;0
2;6200000;6400000;2;a;0;0
2;6400000;6600000;2;a;0;0
2;6600000;6800000;4;a;0;0
2;6800000;7000000;18;a;0;0
2;7000000;7200000;8;a;0;0
2;7200000;7400000;4;a;0;0
2;7400000;7600000;2;a;0;0
2;7600000;7800000;4;a;0;0
2;7800000;8000000;3;a;0;0
2;8000000;8200000;2;a;0;0
2;8200000;8400000;6;a;0;0
2;8400000;8600000;49;a;0;0
2;8600000;8800000;58;a;0;0
2;8800000;9000000;20;a;0;0
2;9000000;9200000;8;a;0;0
2;9200000;9400000;3;a;0;0
2;9400000;9600000;3;a;0;0
2;9600000;9800000;3;a;0;0
2;9800000;10000000;8;a;0;0
2;10000000;10200000;10;a;0;0
2;10200000;10400000;8;a;0;0
2;10400000;10600000;5;a;0;0
2;10600000;10800000;13;a;0;0
2;10800000;11000000;11;a;0;0
2;11000000;11200000;4;a;0;0
2;11200000;11400000;15;a;0;0
2;11400000;11600000;1;a;0;0
2;11600000;11800000;1;a;0;0
2;11800000;12000000;5;a;0;0
2;12000000;12200000;0;a;0;0
2;12200000;12400000;4;a;0;0
2;12400000;12600000;6;a;0;0
2;12600000;12800000;10;a;0;0
2;12800000;13000000;6;a;0;0
2;13000000;13200000;34;a;0;0
2;13200000;13400000;26;a;0;0
2;13400000;13600000;13;a;0;0
2;13600000;13800000;35;a;0;0
2;13800000;14000000;17;a;0;0
2;14000000;14200000;12;a;0;0
2;14200000;14400000;2;a;0;0
2;14400000;14600000;8;a;0;0
2;14600000;14800000;0;a;0;0
2;14800000;15000000;0;a;0;0
2;15000000;15200000;26;a;0;0
2;15200000;15400000;0;a;0;0
2;15400000;15600000;5;a;0;0
2;15600000;15800000;15;a;0;0
2;15800000;16000000;10;a;0;0
2;16000000;16200000;11;a;0;0
2;16200000;16400000;43;a;0;0
2;16400000;16600000;64;a;0;0
2;16600000;16800000;17;a;0;0
2;16800000;17000000;15;a;0;0
2;17000000;17200000;3;a;0;0
2;17200000;17400000;11;a;0;0
2;17400000;17600000;15;a;0;0
2;17600000;17800000;39;a;0;0
2;17800000;18000000;11;a;0;0
2;18000000;18200000;7;a;0;0
2;18200000;18400000;8;a;0;0
2;18400000;18600000;5;a;0;0
2;18600000;18800000;1;a;0;0
2;18800000;19000000;3;a;0;0
2;19000000;19200000;15;a;0;0
2;19200000;19400000;2;a;0;0
2;19400000;19600000;4;a;0;0
2;19600000;19800000;0;a;0;0
2;19800000;20000000;3;a;0;0
2;20000000;20200000;3;a;0;0
2;20200000;20400000;11;a;0;0
2;20400000;20600000;9;a;0;0
2;20600000;20800000;1;a;0;0
2;20800000;21000000;1;a;0;0
2;21000000;21200000;1;a;0;0
2;21200000;21400000;3;a;0;0
2;21400000;21600000;3;a;0;0
2;21600000;21800000;3;a;0;0
2;21800000;22000000;5;a;0;0
2;22000000;22200000;67;a;0;0
2;22200000;22400000;38;a;0;0
2;22400000;22600000;17;a;0;0
2;22600000;22800000;3;a;0;0
2;22800000;23000000;2;a;0;0
2;23000000;23200000;4;a;0;0
2;23200000;23400000;1;a;0;0
2;23400000;23600000;5;a;0;0
2;23600000;23800000;2;a;0;0
2;23800000;24000000;4;a;0;0
2;24000000;24200000;29;a;0;0
2;24200000;24400000;1;a;0;0
2;24400000;24600000;34;a;0;0
2;24600000;24800000;36;a;0;0
2;24800000;25000000;2;a;0;0
2;25000000;25200000;3;a;0;0
2;25200000;25400000;5;a;0;0
2;25400000;25600000;11;a;0;0
2;25600000;25800000;8;a;0;0
2;25800000;26000000;9;a;0;0
2;26000000;26200000;1;a;0;0
2;26200000;26400000;5;a;0;0
2;26400000;26600000;1;a;0;0
2;26600000;26800000;7;a;0;0
2;26800000;27000000;4;a;0;0
2;27000000;27200000;11;a;0;0
2;27200000;27400000;14;a;0;0
2;27400000;27600000;50;a;0;0
2;27600000;27800000;20;a;0;0
2;27800000;28000000;13;a;0;0
2;28000000;28200000;48;a;0;0
2;28200000;28400000;16;a;0;0
2;28400000;28600000;25;a;0;0
2;28600000;28800000;29;a;0;0
2;28800000;29000000;20;a;0;0
2;29000000;29200000;45;a;0;0
2;29200000;29400000;41;a;0;0
2;29400000;29600000;43;a;0;0
2;29600000;29800000;86;a;0;0
2;29800000;30000000;75;a;0;0
2;30000000;30200000;48;a;0;0
2;30200000;30400000;14;a;0;0
2;30400000;30600000;13;a;0;0
2;30600000;30800000;10;a;0;0
2;30800000;31000000;47;a;0;0
2;31000000;31200000;21;a;0;0
2;31200000;31400000;4;a;0;0
2;31400000;31600000;9;a;0;0
2;31600000;31800000;24;a;0;0
2;31800000;32000000;50;a;0;0
2;32000000;32200000;73;a;0;0
2;32200000;32400000;41;a;0;0
2;32400000;32600000;28;a;0;0
2;32600000;32800000;41;a;0;0
2;32800000;33000000;17;a;0;0
2;33000000;33200000;8;a;0;0
2;33200000;33400000;25;a;0;0
2;33400000;33600000;37;a;0;0
2;33600000;33800000;43;a;0;0
2;33800000;34000000;40;a;0;0
2;34000000;34200000;65;a;0;0
2;34200000;34400000;60;a;0;0
2;34400000;34600000;25;a;0;0
2;34600000;34800000;18;a;0;0
2;34800000;35000000;21;a;0;0
2;35000000;35200000;27;a;0;0
2;35200000;35400000;27;a;0;0
2;35400000;35600000;50;a;0;0
2;35600000;35800000;72;a;0;0
2;35800000;36000000;44;a;0;0
2;36000000;36200000;62;a;0;0
2;36200000;36400000;59;a;0;0
2;36400000;36600000;30;a;0;0
2;36600000;36800000;56;a;0;0
2;36800000;37000000;92;a;0;0
2;37000000;37200000;41;a;0;0
2;37200000;37400000;45;a;0;0
2;37400000;37600000;71;a;0;0
2;37600000;37800000;45;a;0;0
2;37800000;38000000;47;a;0;0
2;38000000;38200000;47;a;0;0
2;38200000;38400000;31;a;0;0
2;38400000;38600000;31;a;0;0
2;38600000;38800000;39;a;0;0
2;38800000;39000000;62;a;0;0
2;39000000;39200000;64;a;0;0
2;39200000;39400000;71;a;0;0
2;39400000;39600000;75;a;0;0
2;39600000;39800000;81;a;0;0
2;39800000;40000000;28;a;0;0
2;40000000;40200000;48;a;0;0
2;40200000;40400000;33;a;0;0
2;40400000;40600000;44;a;0;0
2;40600000;40800000;65;a;0;0
2;40800000;41000000;38;a;0;0
2;41000000;41200000;56;a;0;0
2;41200000;41400000;48;a;0;0
2;41400000;41600000;48;a;0;0
2;41600000;41800000;45;a;0;0
2;41800000;42000000;54;a;0;0
2;42000000;42200000;61;a;0;0
2;42200000;42400000;48;a;0;0
2;42400000;42600000;64;a;0;0
2;42600000;42800000;83;a;0;0
2;42800000;43000000;78;a;0;0
2;43000000;43200000;31;a;0;0
2;43200000;43400000;43;a;0;0
2;43400000;43600000;62;a;0;0
2;43600000;43800000;19;a;0;0
2;43800000;44000000;45;a;0;0
2;44000000;44200000;41;a;0;0
2;44200000;44400000;59;a;0;0
2;44400000;44600000;48;a;0;0
2;44600000;44800000;47;a;0;0
2;44800000;45000000;38;a;0;0
2;45000000;45200000;51;a;0;0
2;45200000;45400000;43;a;0;0
2;45400000;45600000;26;a;0;0
2;45600000;45800000;69;a;0;0
2;45800000;46000000;75;a;0;0
2;46000000;46200000;58;a;0;0
2;46200000;46400000;40;a;0;0
2;46400000;46600000;50;a;0;0
2;46600000;46800000;51;a;0;0
2;46800000;47000000;53;a;0;0
2;47000000;47200000;92;a;0;0
2;47200000;47400000;92;a;0;0
2;47400000;47600000;97;a;0;0
2;47600000;47800000;58;a;0;0
2;47800000;48000000;66;a;0;0
2;48000000;48200000;79;a;0;0
2;48200000;48400000;60;a;0;0
2;48400000;48600000;81;a;0;0
2;48600000;48800000;63;a;0;0
2;48800000;49000000;70;a;0;0
2;49000000;49200000;37;a;0;0
2;49200000;49400000;48;a;0;0
2;49400000;49600000;51;a;0;0
2;49600000;49800000;70;a;0;0
2;49800000;50000000;60;a;0;0
2;50000000;50200000;80;a;0;0
2;50200000;50400000;53;a;0;0
2;50400000;50600000;56;a;0;0
2;50600000;50800000;65;a;0;0
2;50800000;51000000;76;a;0;0
2;51000000;51200000;60;a;0;0
2;51200000;51400000;73;a;0;0
2;51400000;51600000;62;a;0;0
2;51600000;51800000;85;a;0;0
2;51800000;52000000;92;a;0;0
2;52000000;52200000;90;a;0;0
2;52200000;52400000;76;a;0;0
2;52400000;52600000;80;a;0;0
2;52600000;52800000;73;a;0;0
2;52800000;53000000;87;a;0;0
2;53000000;53200000;94;a;0;0
2;53200000;53400000;78;a;0;0
2;53400000;53600000;75;a;0;0
2;53600000;53800000;55;a;0;0
2;53800000;54000000;24;a;0;0
2;54000000;54200000;35;a;0;0
2;54200000;54400000;73;a;0;0
2;54400000;54600000;77;a;0;0
2;54600000;54800000;95;a;0;0
2;54800000;55000000;80;a;0;0
2;55000000;55200000;80;a;0;0
2;55200000;55400000;88;a;0;0
2;55400000;55600000;73;a;0;0
2;55600000;55800000;87;a;0;0
2;55800000;56000000;62;a;0;0
2;56000000;56200000;73;a;0;0
2;56200000;56400000;96;a;0;0
2;56400000;56600000;79;a;0;0
2;56600000;56800000;82;a;0;0
2;56800000;57000000;96;a;0;0
2;57000000;57200000;79;a;0;0
2;57200000;57400000;92;a;0;0
2;57400000;57600000;92;a;0;0
2;57600000;57800000;89;a;0;0
2;57800000;58000000;78;a;0;0
2;58000000;58200000;71;a;0;0
2;58200000;58400000;90;a;0;0
2;58400000;58600000;95;a;0;0
2;58600000;58800000;94;a;0;0
2;58800000;59000000;63;a;0;0
2;59000000;59200000;79;a;0;0
2;59200000;59400000;59;a;0;0
2;59400000;59600000;94;a;0;0
2;59600000;59800000;82;a;0;0
2;59800000;60000000;76;a;0;0
2;60000000;60200000;93;a;0;0
2;60200000;60400000;90;a;0;0
2;60400000;60600000;79;a;0;0
2;60600000;60800000;82;a;0;0
2;60800000;61000000;92;a;0;0
2;61000000;61200000;78;a;0;0
2;61200000;61400000;84;a;0;0
2;61400000;61600000;67;a;0;0
2;61600000;61800000;78;a;0;0
2;61800000;62000000;85;a;0;0
2;62000000;62200000;75;a;0;0
2;62200000;62400000;77;a;0;0
2;62400000;62600000;81;a;0;0
2;62600000;62800000;87;a;0;0
2;62800000;63000000;77;a;0;0
2;63000000;63200000;92;a;0;0
2;63200000;63400000;60;a;0;0
2;63400000;63600000;52;a;0;0
2;63600000;63800000;82;a;0;0
2;63800000;64000000;75;a;0;0
2;64000000;64200000;65;a;0;0
2;64200000;64400000;49;a;0;0
2;64400000;64600000;74;a;0;0
2;64600000;64800000;65;a;0;0
2;64800000;65000000;66;a;0;0
2;65000000;65200000;63;a;0;0
2;65200000;65400000;88;a;0;0
2;65400000;65600000;84;a;0;0
2;65600000;65800000;63;a;0;0
2;65800000;66000000;72;a;0;0
2;66000000;66200000;52;a;0;0
2;66200000;66400000;70;a;0;0
2;66400000;66600000;85;a;0;0
2;66600000;66800000;86;a;0;0
2;66800000;67000000;74;a;0;0
2;67000000;67200000;68;a;0;0
2;67200000;67400000;81;a;0;0
2;67400000;67600000;76;a;0;0
2;67600000;67800000;82;a;0;0
2;67800000;68000000;71;a;0;0
2;68000000;68200000;92;a;0;0
2;68200000;68400000;54;a;0;0
2;68400000;68600000;61;a;0;0
2;68600000;68800000;49;a;0;0
2;68800000;69000000;86;a;0;0
2;69000000;69200000;94;a;0;0
2;69200000;69400000;53;a;0;0
2;69400000;69600000;56;a;0;0
2;69600000;69800000;35;a;0;0
2;69800000;70000000;56;a;0;0
2;70000000;70200000;81;a;0;0
2;70200000;70400000;48;a;0;0
2;70400000;70600000;48;a;0;0
2;70600000;70800000;31;a;0;0
2;70800000;71000000;39;a;0;0
2;71000000;71200000;42;a;0;0
2;71200000;71400000;45;a;0;0
2;71400000;71600000;67;a;0;0
2;71600000;71800000;87;a;0;0
2;71800000;72000000;74;a;0;0
2;72000000;72200000;63;a;0;0
2;72200000;72400000;74;a;0;0
2;72400000;72600000;57;a;0;0
2;72600000;72800000;45;a;0;0
2;72800000;73000000;53;a;0;0
2;73000000;73200000;69;a;0;0
2;73200000;73400000;54;a;0;0
2;73400000;73600000;60;a;0;0
2;73600000;73800000;43;a;0;0
2;73800000;74000000;56;a;0;0
2;74000000;74200000;85;a;0;0
2;74200000;74400000;63;a;0;0
2;74400000;74600000;47;a;0;0
2;74600000;74800000;56;a;0;0
2;74800000;75000000;34;a;0;0
2;75000000;75200000;51;a;0;0
2;75200000;75400000;47;a;0;0
2;75400000;75600000;48;a;0;0
2;75600000;75800000;72;a;0;0
2;75800000;76000000;79;a;0;0
2;76000000;76200000;92;a;0;0
2;76200000;76400000;64;a;0;0
2;76400000;76600000;54;a;0;0
2;76600000;76800000;69;a;0;0
2;76800000;77000000;52;a;0;0
2;77000000;77200000;54;a;0;0
2;77200000;77400000;42;a;0;0
2;77400000;77600000;87;a;0;0
2;77600000;77800000;69;a;0;0
2;77800000;78000000;49;a;0;0
2;78000000;78200000;30;a;0;0
2;78200000;78400000;49;a;0;0
2;78400000;78600000;71;a;0;0
2;78600000;78800000;21;a;0;0
2;78800000;79000000;32;a;0;0
2;79000000;79200000;26;a;0;0
2;79200000;79400000;46;a;0;0
2;79400000;79600000;26;a;0;0
2;79600000;79800000;42;a;0;0
2;79800000;80000000;23;a;0;0
2;80000000;80200000;42;a;0;0
2;80200000;80400000;25;a;0;0
2;80400000;80600000;38;a;0;0
2;80600000;80800000;45;a;0;0
2;80800000;81000000;28;a;0;0
2;81000000;81200000;20;a;0;0
2;81200000;81400000;31;a;0;0
2;81400000;81600000;31;a;0;0
2;81600000;81800000;59;a;0;0
2;81800000;82000000;33;a;0;0
2;82000000;82200000;17;a;0;0
2;82200000;82400000;41;a;0;0
2;82400000;82600000;23;a;0;0
2;82600000;82800000;28;a;0;0
2;82800000;83000000;22;a;0;0
2;83000000;83200000;8;a;0;0
2;83200000;83400000;17;a;0;0
2;83400000;83600000;52;a;0;0
2;83600000;83800000;17;a;0;0
2;83800000;84000000;26;a;0;0
2;84000000;84200000;26;a;0;0
2;84200000;84400000;20;a;0;0
2;84400000;84600000;6;a;0;0
2;84600000;84800000;5;a;0;0
2;84800000;85000000;14;a;0;0
2;85000000;85200000;24;a;0;0
2;85200000;85400000;5;a;0;0
2;85400000;85600000;1;a;0;0
2;85600000;85800000;5;a;0;0
2;85800000;86000000;27;a;0;0
2;86000000;86200000;76;a;0;0
2;86200000;86400000;66;a;0;0
2;86400000;86600000;29;a;0;0
2;86600000;86800000;13;a;0;0
2;86800000;87000000;15;a;0;0
2;87000000;87200000;12;a;0;0
2;87200000;87400000;10;a;0;0
2;87400000;87600000;28;a;0;0
2;87600000;87800000;91;a;0;0
2;87800000;88000000;74;a;0;0
2;88000000;88200000;76;a;0;0
2;88200000;88400000;71;a;0;0
2;88400000;88600000;88;a;0;0
2;88600000;88800000;77;a;0;0
