chr	start	end	valeu1	color	V6	V7
sq0002	26000000	26100000	20	a	0	0
sq0002	26100000	26200000	40	a	0	0
sq0002	26200000	26300000	20	a	0	0
sq0002	26300000	26400000	20	a	0	0
sq0002	26400000	26500000	10	a	0	0
sq0002	26500000	26600000	20	a	0	0
sq0002	26600000	26700000	20	a	0	0
sq0002	26700000	26800000	50	a	0	0
sq0002	26800000	26900000	30	a	0	0
sq0002	26900000	27000000	60	a	0	0
sq0002	27000000	27100000	0	a	0	0
sq0002	27100000	27200000	20	a	0	0
sq0002	27200000	27300000	30	a	0	0
sq0002	27300000	27400000	0	a	0	0
sq0002	27400000	27500000	20	a	0	0
sq0002	27500000	27600000	0	a	0	0
sq0002	27600000	27700000	10	a	0	0
sq0002	27700000	27800000	0	a	0	0
sq0002	27800000	27900000	0	a	0	0
sq0002	27900000	28000000	0	a	0	0
sq0002	28000000	28100000	10	a	0	0
sq0002	28100000	28200000	20	a	0	0
sq0002	28200000	28300000	30	a	0	0
sq0002	28300000	28400000	10	a	0	0
sq0002	28400000	28500000	20	a	0	0
sq0002	28500000	28600000	0	a	0	0
sq0002	28600000	28700000	20	a	0	0
sq0002	28700000	28800000	10	a	0	0
sq0002	28800000	28900000	0	a	0	0
sq0002	28900000	29000000	30	a	0	0
sq0002	29000000	29100000	40	a	0	0
sq0002	29100000	29200000	0	a	0	0
sq0002	29200000	29300000	50	a	0	0
sq0002	29300000	29400000	10	a	0	0
sq0002	29400000	29500000	20	a	0	0
sq0002	29500000	29600000	0	a	0	0
sq0002	29600000	29700000	0	a	0	0
sq0002	29700000	29800000	20	a	0	0
sq0002	29800000	29900000	0	a	0	0
sq0002	29900000	30000000	30	a	0	0
sq0002	30000000	30100000	0	a	0	0
sq0002	30100000	30200000	10	a	0	0
sq0002	30200000	30300000	60	a	0	0
sq0002	30300000	30400000	20	a	0	0
sq0002	30400000	30500000	20	a	0	0
sq0002	30500000	30600000	30	a	0	0
sq0002	30600000	30700000	20	a	0	0
sq0002	30700000	30800000	0	a	0	0
sq0002	30800000	30900000	0	a	0	0
sq0002	30900000	31000000	20	a	0	0
sq0002	31000000	31100000	20	a	0	0
sq0002	31100000	31200000	0	a	0	0
sq0002	31200000	31300000	40	a	0	0
sq0002	31300000	31400000	0	a	0	0
sq0002	31400000	31500000	0	a	0	0
sq0002	31500000	31600000	10	a	0	0
sq0002	31600000	31700000	10	a	0	0
sq0002	31700000	31800000	0	a	0	0
sq0002	31800000	31900000	0	a	0	0
sq0002	31900000	32000000	30	a	0	0
sq0002	32000000	32100000	20	a	0	0
sq0002	32100000	32200000	0	a	0	0
sq0002	32200000	32300000	0	a	0	0
sq0002	32300000	32400000	0	a	0	0
sq0002	32400000	32500000	0	a	0	0
sq0002	32500000	32600000	10	a	0	0
sq0002	32600000	32700000	20	a	0	0
sq0002	32700000	32800000	0	a	0	0
sq0002	32800000	32900000	0	a	0	0
sq0002	32900000	33000000	0	a	0	0
sq0002	33000000	33100000	0	a	0	0
sq0002	33100000	33200000	10	a	0	0
sq0002	33200000	33300000	10	a	0	0
sq0002	33300000	33400000	0	a	0	0
sq0002	33400000	33500000	0	a	0	0
sq0002	33500000	33600000	0	a	0	0
sq0002	33600000	33700000	0	a	0	0
sq0002	33700000	33800000	0	a	0	0
sq0002	33800000	33900000	0	a	0	0
sq0002	33900000	34000000	0	a	0	0
sq0002	34000000	34100000	0	a	0	0
sq0002	34100000	34200000	10	a	0	0
sq0002	34200000	34300000	10	a	0	0
sq0002	34300000	34400000	10	a	0	0
sq0002	34400000	34500000	0	a	0	0
sq0002	34500000	34600000	10	a	0	0
sq0002	34600000	34700000	0	a	0	0
sq0002	34700000	34800000	0	a	0	0
sq0002	34800000	34900000	20	a	0	0
sq0002	34900000	35000000	10	a	0	0
sq0002	35000000	35100000	0	a	0	0
sq0002	35100000	35200000	20	a	0	0
sq0002	35200000	35300000	0	a	0	0
sq0002	35300000	35400000	0	a	0	0
sq0002	35400000	35500000	10	a	0	0
sq0002	35500000	35600000	0	a	0	0
sq0002	35600000	35700000	0	a	0	0
sq0002	35700000	35800000	10	a	0	0
sq0002	35800000	35900000	0	a	0	0
sq0002	35900000	36000000	0	a	0	0
sq0002	36000000	36100000	0	a	0	0
sq0002	36100000	36200000	0	a	0	0
sq0002	36200000	36300000	10	a	0	0
sq0002	36300000	36400000	10	a	0	0
sq0002	36400000	36500000	0	a	0	0
sq0002	36500000	36600000	0	a	0	0
sq0002	36600000	36700000	0	a	0	0
sq0002	36700000	36800000	0	a	0	0
sq0002	36800000	36900000	0	a	0	0
sq0002	36900000	37000000	10	a	0	0
sq0002	37000000	37100000	10	a	0	0
sq0002	37100000	37200000	0	a	0	0
sq0002	37200000	37300000	0	a	0	0
sq0002	37300000	37400000	0	a	0	0
sq0002	37400000	37500000	0	a	0	0
sq0002	37500000	37600000	0	a	0	0
sq0002	37600000	37700000	20	a	0	0
sq0002	37700000	37800000	10	a	0	0
sq0002	37800000	37900000	0	a	0	0
sq0002	37900000	38000000	0	a	0	0
sq0002	38000000	38100000	10	a	0	0
sq0002	38100000	38200000	0	a	0	0
sq0002	38200000	38300000	0	a	0	0
sq0002	38300000	38400000	0	a	0	0
sq0002	38400000	38500000	0	a	0	0
sq0002	38500000	38600000	10	a	0	0
sq0002	38600000	38700000	10	a	0	0
sq0002	38700000	38800000	0	a	0	0
sq0002	38800000	38900000	0	a	0	0
sq0002	38900000	39000000	10	a	0	0
sq0002	39000000	39100000	0	a	0	0
sq0002	39100000	39200000	0	a	0	0
sq0002	39200000	39300000	0	a	0	0
sq0002	39300000	39400000	0	a	0	0
sq0002	39400000	39500000	10	a	0	0
sq0002	39500000	39600000	0	a	0	0
sq0002	39600000	39700000	20	a	0	0
sq0002	39700000	39800000	10	a	0	0
sq0002	39800000	39900000	0	a	0	0
sq0002	39900000	40000000	0	a	0	0
sq0002	40000000	40100000	10	a	0	0
sq0002	40100000	40200000	0	a	0	0
sq0002	40200000	40300000	0	a	0	0
sq0002	40300000	40400000	0	a	0	0
sq0002	40400000	40500000	0	a	0	0
sq0002	40500000	40600000	0	a	0	0
sq0002	40600000	40700000	10	a	0	0
sq0002	40700000	40800000	0	a	0	0
sq0002	40800000	40900000	10	a	0	0
sq0002	40900000	41000000	0	a	0	0
sq0002	41000000	41100000	10	a	0	0
sq0002	41100000	41200000	0	a	0	0
sq0002	41200000	41300000	0	a	0	0
sq0002	41300000	41400000	0	a	0	0
sq0002	41400000	41500000	0	a	0	0
sq0002	41500000	41600000	0	a	0	0
sq0002	41600000	41700000	0	a	0	0
sq0002	41700000	41800000	0	a	0	0
sq0002	41800000	41900000	0	a	0	0
sq0002	41900000	42000000	0	a	0	0
sq0002	42000000	42100000	0	a	0	0
sq0002	42100000	42200000	0	a	0	0
sq0002	42200000	42300000	0	a	0	0
sq0002	42300000	42400000	0	a	0	0
sq0002	42400000	42500000	0	a	0	0
sq0002	42500000	42600000	0	a	0	0
sq0002	42600000	42700000	0	a	0	0
sq0004	0	100000	0	a	0	0
sq0004	100000	200000	10	a	0	0
sq0004	200000	300000	10	a	0	0
sq0004	300000	400000	10	a	0	0
sq0004	400000	500000	0	a	0	0
sq0004	500000	600000	0	a	0	0
sq0004	600000	700000	0	a	0	0
sq0004	700000	800000	0	a	0	0
sq0004	800000	900000	20	a	0	0
sq0004	900000	1000000	20	a	0	0
sq0004	1000000	1100000	10	a	0	0
sq0004	1100000	1200000	0	a	0	0
sq0004	1200000	1300000	0	a	0	0
sq0004	1300000	1400000	10	a	0	0
sq0004	1400000	1500000	0	a	0	0
sq0004	1500000	1600000	0	a	0	0
sq0004	1600000	1700000	10	a	0	0
sq0004	1700000	1800000	0	a	0	0
sq0004	1800000	1900000	0	a	0	0
sq0004	1900000	2000000	10	a	0	0
sq0004	2000000	2100000	0	a	0	0
sq0004	2100000	2200000	0	a	0	0
sq0004	2200000	2300000	0	a	0	0
sq0004	2300000	2400000	10	a	0	0
sq0004	2400000	2500000	0	a	0	0
sq0004	2500000	2600000	0	a	0	0
sq0004	2600000	2700000	0	a	0	0
sq0004	2700000	2800000	10	a	0	0
sq0004	2800000	2900000	0	a	0	0
sq0004	2900000	3000000	40	a	0	0
sq0004	3000000	3100000	10	a	0	0
sq0004	3100000	3200000	20	a	0	0
sq0004	3200000	3300000	0	a	0	0
sq0004	3300000	3400000	0	a	0	0
sq0004	3400000	3500000	0	a	0	0
sq0004	3500000	3600000	20	a	0	0
sq0004	3600000	3700000	0	a	0	0
sq0004	3700000	3800000	0	a	0	0
sq0004	3800000	3900000	0	a	0	0
sq0004	3900000	4000000	0	a	0	0
sq0004	4000000	4100000	0	a	0	0
sq0004	4100000	4200000	10	a	0	0
sq0004	4200000	4300000	0	a	0	0
sq0004	4300000	4400000	0	a	0	0
sq0004	4400000	4500000	10	a	0	0
sq0004	4500000	4600000	10	a	0	0
sq0004	4600000	4700000	0	a	0	0
sq0004	4700000	4800000	10	a	0	0
sq0004	4800000	4900000	0	a	0	0
sq0004	4900000	5000000	0	a	0	0
sq0004	5000000	5100000	0	a	0	0
sq0004	5100000	5200000	0	a	0	0
sq0004	5200000	5300000	0	a	0	0
sq0004	5300000	5400000	10	a	0	0
sq0004	5400000	5500000	0	a	0	0
sq0004	5500000	5600000	10	a	0	0
sq0004	5600000	5700000	0	a	0	0
sq0004	5700000	5800000	10	a	0	0
sq0004	5800000	5900000	0	a	0	0
sq0004	5900000	6000000	0	a	0	0
sq0004	6000000	6100000	0	a	0	0
sq0004	6100000	6200000	20	a	0	0
sq0004	6200000	6300000	10	a	0	0
sq0004	6300000	6400000	0	a	0	0
sq0004	6400000	6500000	0	a	0	0
sq0004	6500000	6600000	0	a	0	0
sq0004	6600000	6700000	20	a	0	0
sq0004	6700000	6800000	0	a	0	0
sq0004	6800000	6900000	0	a	0	0
sq0004	6900000	7000000	10	a	0	0
sq0004	7000000	7100000	10	a	0	0
sq0004	7100000	7200000	0	a	0	0
sq0004	7200000	7300000	0	a	0	0
sq0004	7300000	7400000	0	a	0	0
sq0004	7400000	7500000	10	a	0	0
sq0004	7500000	7600000	0	a	0	0
sq0004	7600000	7700000	0	a	0	0
sq0004	7700000	7800000	20	a	0	0
sq0004	7800000	7900000	20	a	0	0
sq0004	7900000	8000000	0	a	0	0
sq0004	8000000	8100000	10	a	0	0
sq0004	8100000	8200000	20	a	0	0
sq0004	8200000	8300000	0	a	0	0
sq0004	8300000	8400000	10	a	0	0
sq0004	8400000	8500000	0	a	0	0
sq0004	8500000	8600000	0	a	0	0
sq0004	8600000	8700000	0	a	0	0
sq0004	8700000	8800000	10	a	0	0
sq0004	8800000	8900000	0	a	0	0
sq0004	8900000	9000000	10	a	0	0
sq0004	9000000	9100000	10	a	0	0
sq0004	9100000	9200000	0	a	0	0
sq0004	9200000	9300000	10	a	0	0
sq0004	9300000	9400000	0	a	0	0
sq0004	9400000	9500000	0	a	0	0
sq0004	9500000	9600000	0	a	0	0
sq0004	9600000	9700000	10	a	0	0
sq0004	9700000	9800000	0	a	0	0
sq0004	9800000	9900000	30	a	0	0
sq0004	9900000	10000000	0	a	0	0
sq0004	10000000	10100000	10	a	0	0
sq0004	10100000	10200000	0	a	0	0
sq0004	10200000	10300000	0	a	0	0
sq0004	10300000	10400000	10	a	0	0
sq0004	10400000	10500000	0	a	0	0
sq0004	10500000	10600000	0	a	0	0
sq0004	10600000	10700000	0	a	0	0
sq0004	10700000	10800000	0	a	0	0
sq0004	10800000	10900000	10	a	0	0
sq0004	10900000	11000000	0	a	0	0
sq0004	11000000	11100000	0	a	0	0
sq0004	11100000	11200000	0	a	0	0
sq0004	11200000	11300000	0	a	0	0
sq0004	11300000	11400000	10	a	0	0
sq0004	11400000	11500000	0	a	0	0
sq0004	11500000	11600000	0	a	0	0
sq0004	11600000	11700000	0	a	0	0
sq0004	11700000	11800000	0	a	0	0
sq0004	11800000	11900000	0	a	0	0
sq0004	11900000	12000000	0	a	0	0
sq0004	12000000	12100000	0	a	0	0
sq0004	12100000	12200000	10	a	0	0
sq0004	12200000	12300000	10	a	0	0
sq0004	12300000	12400000	10	a	0	0
sq0004	12400000	12500000	10	a	0	0
sq0004	12500000	12600000	10	a	0	0
sq0004	12600000	12700000	40	a	0	0
sq0004	12700000	12800000	0	a	0	0
sq0004	12800000	12900000	20	a	0	0
sq0004	12900000	13000000	0	a	0	0
sq0004	13000000	13100000	30	a	0	0
sq0004	13100000	13200000	0	a	0	0
sq0004	13200000	13300000	0	a	0	0
sq0004	13300000	13400000	0	a	0	0
sq0004	13400000	13500000	0	a	0	0
sq0004	13500000	13600000	10	a	0	0
sq0004	13600000	13700000	30	a	0	0
sq0004	13700000	13800000	0	a	0	0
sq0004	13800000	13900000	0	a	0	0
sq0004	13900000	14000000	0	a	0	0
sq0004	14000000	14100000	20	a	0	0
sq0004	14100000	14200000	10	a	0	0
sq0004	14200000	14300000	40	a	0	0
sq0004	14300000	14400000	20	a	0	0
sq0004	14400000	14500000	10	a	0	0
sq0004	14500000	14600000	10	a	0	0
sq0004	14600000	14700000	0	a	0	0
sq0004	14700000	14800000	0	a	0	0
sq0004	14800000	14900000	0	a	0	0
sq0004	14900000	15000000	0	a	0	0
sq0004	15000000	15100000	0	a	0	0
sq0004	15100000	15200000	0	a	0	0
sq0004	15200000	15300000	0	a	0	0
sq0004	15300000	15400000	10	a	0	0
sq0004	15400000	15500000	10	a	0	0
sq0004	15500000	15600000	0	a	0	0
sq0004	15600000	15700000	0	a	0	0
sq0004	15700000	15800000	0	a	0	0
sq0004	15800000	15900000	10	a	0	0
sq0004	15900000	16000000	0	a	0	0
sq0004	16000000	16100000	10	a	0	0
sq0004	16100000	16200000	0	a	0	0
sq0004	16200000	16300000	0	a	0	0
sq0004	16300000	16400000	0	a	0	0
sq0004	16400000	16500000	0	a	0	0
sq0004	16500000	16600000	0	a	0	0
sq0004	16600000	16700000	10	a	0	0
sq0004	16700000	16800000	10	a	0	0
sq0004	16800000	16900000	0	a	0	0
sq0004	16900000	17000000	10	a	0	0
sq0004	17000000	17100000	0	a	0	0
sq0004	17100000	17200000	10	a	0	0
sq0004	17200000	17300000	10	a	0	0
sq0004	17300000	17400000	0	a	0	0
sq0004	17400000	17500000	0	a	0	0
sq0004	17500000	17600000	0	a	0	0
sq0004	17600000	17700000	0	a	0	0
sq0004	17700000	17800000	0	a	0	0
sq0004	17800000	17900000	0	a	0	0
sq0004	17900000	18000000	10	a	0	0
sq0004	18000000	18100000	0	a	0	0
sq0004	18100000	18200000	0	a	0	0
sq0004	18200000	18300000	0	a	0	0
sq0004	18300000	18400000	0	a	0	0
sq0004	18400000	18500000	10	a	0	0
sq0004	18500000	18600000	0	a	0	0
sq0004	18600000	18700000	0	a	0	0
sq0004	18700000	18800000	10	a	0	0
sq0004	18800000	18900000	0	a	0	0
sq0004	18900000	19000000	0	a	0	0
sq0004	19000000	19100000	10	a	0	0
sq0004	19100000	19200000	0	a	0	0
sq0004	19200000	19300000	10	a	0	0
sq0004	19300000	19400000	0	a	0	0
sq0004	19400000	19500000	10	a	0	0
sq0004	19500000	19600000	0	a	0	0
sq0004	19600000	19700000	0	a	0	0
sq0004	19700000	19800000	10	a	0	0
sq0004	19800000	19900000	0	a	0	0
sq0004	19900000	20000000	0	a	0	0
sq0004	20000000	20100000	0	a	0	0
sq0004	20100000	20200000	0	a	0	0
sq0004	20200000	20300000	0	a	0	0
sq0004	20300000	20400000	0	a	0	0
sq0004	20400000	20500000	0	a	0	0
sq0004	20500000	20600000	10	a	0	0
sq0004	20600000	20700000	0	a	0	0
sq0004	20700000	20800000	0	a	0	0
sq0004	20800000	20900000	0	a	0	0
sq0004	20900000	21000000	0	a	0	0
sq0004	21000000	21100000	10	a	0	0
sq0004	21100000	21200000	0	a	0	0
sq0004	21200000	21300000	0	a	0	0
sq0004	21300000	21400000	10	a	0	0
sq0004	21400000	21500000	0	a	0	0
sq0004	21500000	21600000	0	a	0	0
sq0004	21600000	21700000	0	a	0	0
sq0004	21700000	21800000	20	a	0	0
sq0004	21800000	21900000	10	a	0	0
sq0004	21900000	22000000	0	a	0	0
sq0004	22000000	22100000	20	a	0	0
sq0004	22100000	22200000	20	a	0	0
sq0004	22200000	22300000	10	a	0	0
sq0004	22300000	22400000	0	a	0	0
sq0004	22400000	22500000	10	a	0	0
sq0004	22500000	22600000	0	a	0	0
sq0004	22600000	22700000	0	a	0	0
sq0004	22700000	22800000	10	a	0	0
sq0004	22800000	22900000	10	a	0	0
sq0004	22900000	23000000	0	a	0	0
sq0004	23000000	23100000	10	a	0	0
sq0004	23100000	23200000	0	a	0	0
sq0004	23200000	23300000	10	a	0	0
sq0004	23300000	23400000	0	a	0	0
sq0004	23400000	23500000	40	a	0	0
sq0004	23500000	23600000	10	a	0	0
sq0004	23600000	23700000	0	a	0	0
sq0004	23700000	23800000	0	a	0	0
sq0004	23800000	23900000	20	a	0	0
