chr;start;end;value1;color
chr2;29800000;30000000;37;a
chr2;30000000;30200000;21;a
chr2;30200000;30400000;37;a
chr2;30400000;30600000;44;a
chr2;30600000;30800000;32;a
chr2;30800000;31000000;35;a
chr2;31000000;31200000;19;a
chr2;31200000;31400000;26;a
chr2;31400000;31600000;37;a
chr2;31600000;31800000;46;a
chr2;31800000;32000000;44;a
chr2;32000000;32200000;18;a
chr2;32200000;32400000;41;a
chr2;32400000;32600000;37;a
chr2;32600000;32800000;53;a
chr2;32800000;33000000;36;a
chr2;33000000;33200000;44;a
chr2;33200000;33400000;45;a
chr2;33400000;33600000;41;a
chr2;33600000;33800000;40;a
chr2;33800000;34000000;55;a
chr2;34000000;34200000;44;a
chr2;34200000;34400000;34;a
chr2;34400000;34600000;44;a
chr2;34600000;34800000;51;a
chr2;34800000;35000000;64;a
chr2;35000000;35200000;31;a
chr2;35200000;35400000;38;a
chr2;35400000;35600000;42;a
chr2;35600000;35800000;51;a
chr2;35800000;36000000;41;a
chr2;36000000;36200000;46;a
chr2;36200000;36400000;49;a
chr2;36400000;36600000;62;a
chr2;36600000;36800000;55;a
chr2;36800000;37000000;51;a
chr2;37000000;37200000;47;a
chr2;37200000;37400000;55;a
chr2;37400000;37600000;44;a
chr2;37600000;37800000;49;a
chr2;37800000;38000000;56;a
chr2;38000000;38200000;51;a
chr2;38200000;38400000;60;a
chr2;38400000;38600000;48;a
chr2;38600000;38800000;38;a
chr2;38800000;39000000;56;a
chr2;39000000;39200000;59;a
chr2;39200000;39400000;54;a
chr2;39400000;39600000;68;a
chr2;39600000;39800000;67;a
chr2;39800000;40000000;46;a
chr2;40000000;40200000;57;a
chr2;40200000;40400000;49;a
chr2;40400000;40600000;54;a
chr2;40600000;40800000;32;a
chr2;40800000;41000000;49;a
chr2;41000000;41200000;64;a
chr2;41200000;41400000;44;a
chr2;41400000;41600000;58;a
chr2;41600000;41800000;57;a
chr2;41800000;42000000;65;a
chr2;42000000;42200000;45;a
chr2;42200000;42400000;61;a
chr2;42400000;42600000;69;a
chr2;42600000;42800000;63;a
chr4;0;200000;0;a
chr4;200000;400000;66;a
chr4;400000;600000;47;a
chr4;600000;800000;40;a
chr4;800000;1000000;50;a
chr4;1000000;1200000;52;a
chr4;1200000;1400000;55;a
chr4;1400000;1600000;42;a
chr4;1600000;1800000;44;a
chr4;1800000;2000000;45;a
chr4;2000000;2200000;51;a
chr4;2200000;2400000;60;a
chr4;2400000;2600000;53;a
chr4;2600000;2800000;41;a
chr4;2800000;3000000;35;a
chr4;3000000;3200000;51;a
chr4;3200000;3400000;41;a
chr4;3400000;3600000;50;a
chr4;3600000;3800000;60;a
chr4;3800000;4000000;52;a
chr4;4000000;4200000;44;a
chr4;4200000;4400000;61;a
chr4;4400000;4600000;54;a
chr4;4600000;4800000;50;a
chr4;4800000;5000000;50;a
chr4;5000000;5200000;47;a
chr4;5200000;5400000;47;a
chr4;5400000;5600000;45;a
chr4;5600000;5800000;48;a
chr4;5800000;6000000;59;a
chr4;6000000;6200000;27;a
chr4;6200000;6400000;53;a
chr4;6400000;6600000;36;a
chr4;6600000;6800000;56;a
chr4;6800000;7000000;54;a
chr4;7000000;7200000;48;a
chr4;7200000;7400000;61;a
chr4;7400000;7600000;48;a
chr4;7600000;7800000;43;a
chr4;7800000;8000000;52;a
chr4;8000000;8200000;47;a
chr4;8200000;8400000;64;a
chr4;8400000;8600000;65;a
chr4;8600000;8800000;61;a
chr4;8800000;9000000;50;a
chr4;9000000;9200000;52;a
chr4;9200000;9400000;65;a
chr4;9400000;9600000;48;a
chr4;9600000;9800000;64;a
chr4;9800000;10000000;45;a
chr4;10000000;10200000;47;a
chr4;10200000;10400000;57;a
chr4;10400000;10600000;46;a
chr4;10600000;10800000;42;a
chr4;10800000;11000000;51;a
chr4;11000000;11200000;44;a
chr4;11200000;11400000;64;a
chr4;11400000;11600000;52;a
chr4;11600000;11800000;36;a
chr4;11800000;12000000;44;a
chr4;12000000;12200000;45;a
chr4;12200000;12400000;32;a
chr4;12400000;12600000;49;a
chr4;12600000;12800000;40;a
chr4;12800000;13000000;54;a
chr4;13000000;13200000;50;a
chr4;13200000;13400000;42;a
chr4;13400000;13600000;39;a
chr4;13600000;13800000;38;a
chr4;13800000;14000000;45;a
chr4;14000000;14200000;26;a
chr4;14200000;14400000;35;a
chr4;14400000;14600000;48;a
chr4;14600000;14800000;46;a
chr4;14800000;15000000;46;a
chr4;15000000;15200000;46;a
chr4;15200000;15400000;63;a
chr4;15400000;15600000;42;a
chr4;15600000;15800000;54;a
chr4;15800000;16000000;56;a
chr4;16000000;16200000;46;a
chr4;16200000;16400000;59;a
chr4;16400000;16600000;49;a
chr4;16600000;16800000;63;a
chr4;16800000;17000000;51;a
chr4;17000000;17200000;52;a
chr4;17200000;17400000;45;a
chr4;17400000;17600000;57;a
chr4;17600000;17800000;45;a
chr4;17800000;18000000;42;a
chr4;18000000;18200000;66;a
chr4;18200000;18400000;55;a
chr4;18400000;18600000;59;a
chr4;18600000;18800000;56;a
chr4;18800000;19000000;57;a
chr4;19000000;19200000;58;a
chr4;19200000;19400000;63;a
chr4;19400000;19600000;51;a
chr4;19600000;19800000;45;a
chr4;19800000;20000000;57;a
chr4;20000000;20200000;61;a
chr4;20200000;20400000;56;a
chr4;20400000;20600000;65;a
chr4;20600000;20800000;66;a
chr4;20800000;21000000;57;a
chr4;21000000;21200000;50;a
chr4;21200000;21400000;39;a
chr4;21400000;21600000;39;a
chr4;21600000;21800000;40;a
chr4;21800000;22000000;34;a
chr4;22000000;22200000;53;a
chr4;22200000;22400000;34;a
chr4;22400000;22600000;56;a
chr4;22600000;22800000;38;a
chr4;22800000;23000000;44;a
chr4;23000000;23200000;40;a
chr4;23200000;23400000;45;a
chr4;23400000;23600000;34;a
chr4;23600000;23800000;19;a
chr4;23800000;24000000;38;a
chr4;24000000;24200000;33;a
chr4;24200000;24400000;34;a
chr4;24400000;24600000;25;a
chr4;24600000;24800000;37;a
chr4;24800000;25000000;41;a
chr4;25000000;25200000;33;a
chr4;25200000;25400000;40;a
chr4;25400000;25600000;33;a
chr4;25600000;25800000;40;a
chr4;25800000;26000000;45;a
chr4;26000000;26200000;24;a
chr4;26200000;26400000;23;a
chr4;26400000;26600000;4;a
chr4;26600000;26800000;13;a
chr4;26800000;27000000;36;a
chr4;27000000;27200000;44;a
chr4;27200000;27400000;29;a
chr4;27400000;27600000;40;a
chr4;27600000;27800000;32;a
chr4;27800000;28000000;35;a
chr4;28000000;28200000;9;a
chr4;28200000;28400000;31;a
chr4;28400000;28600000;21;a
chr4;28600000;28800000;27;a
chr4;28800000;29000000;20;a
chr4;29000000;29200000;17;a
chr4;29200000;29400000;10;a
chr4;29400000;29600000;21;a
chr4;29600000;29800000;28;a
chr4;29800000;30000000;10;a
chr4;30000000;30200000;7;a
chr4;30200000;30400000;27;a
chr4;30400000;30600000;15;a
chr4;30600000;30800000;11;a
chr4;30800000;31000000;20;a
chr4;31000000;31200000;33;a
chr4;31200000;31400000;31;a
chr4;31400000;31600000;14;a
chr4;31600000;31800000;23;a
chr4;31800000;32000000;15;a
chr4;32000000;32200000;17;a
chr4;32200000;32400000;46;a
chr4;32400000;32600000;17;a
chr4;32600000;32800000;15;a
chr4;32800000;33000000;20;a
chr4;33000000;33200000;29;a
chr4;33200000;33400000;10;a
chr4;33400000;33600000;19;a
chr4;33600000;33800000;10;a
chr4;33800000;34000000;1;a
chr4;34000000;34200000;8;a
chr4;34200000;34400000;7;a
chr4;34400000;34600000;4;a
chr4;34600000;34800000;16;a
chr4;34800000;35000000;10;a
chr4;35000000;35200000;10;a
chr4;35200000;35400000;26;a
chr4;35400000;35600000;5;a
chr4;35600000;35800000;16;a
chr4;35800000;36000000;8;a
chr4;36000000;36200000;24;a
chr4;36200000;36400000;4;a
chr4;36400000;36600000;22;a
chr4;36600000;36800000;0;a
chr4;36800000;37000000;2;a
chr4;37000000;37200000;7;a
chr4;37200000;37400000;21;a
chr4;37400000;37600000;0;a
chr4;37600000;37800000;10;a
chr4;37800000;38000000;53;a
chr4;38000000;38200000;3;a
chr4;38200000;38400000;0;a
chr4;38400000;38600000;1;a
chr4;38600000;38800000;13;a
chr4;38800000;39000000;5;a
chr4;39000000;39200000;2;a
chr4;39200000;39400000;14;a
chr4;39400000;39600000;12;a
chr4;39600000;39800000;10;a
chr4;39800000;40000000;5;a
chr4;40000000;40200000;6;a
chr4;40200000;40400000;2;a
chr4;40400000;40600000;20;a
chr4;40600000;40800000;0;a
chr4;40800000;41000000;0;a
chr4;41000000;41200000;1;a
chr4;41200000;41400000;1;a
chr4;41400000;41600000;12;a
chr4;41600000;41800000;6;a
chr4;41800000;42000000;2;a
chr4;42000000;42200000;1;a
chr4;42200000;42400000;4;a
chr4;42400000;42600000;0;a
chr4;42600000;42800000;7;a
chr4;42800000;43000000;19;a
chr4;43000000;43200000;1;a
chr4;43200000;43400000;23;a
chr4;43400000;43600000;13;a
chr4;43600000;43800000;8;a
chr4;43800000;44000000;1;a
chr4;44000000;44200000;0;a
chr4;44200000;44400000;2;a
chr4;44400000;44600000;4;a
chr4;44600000;44800000;14;a
chr4;44800000;45000000;0;a
chr4;45000000;45200000;3;a
chr4;45200000;45400000;15;a
chr4;45400000;45600000;17;a
chr4;45600000;45800000;0;a
chr4;45800000;46000000;8;a
chr4;46000000;46200000;0;a
chr4;46200000;46400000;0;a
chr4;46400000;46600000;4;a
chr4;46600000;46800000;29;a
chr4;46800000;47000000;8;a
chr4;47000000;47200000;0;a
chr4;47200000;47400000;12;a
chr4;47400000;47600000;2;a
chr4;47600000;47800000;4;a
chr4;47800000;48000000;2;a
chr4;48000000;48200000;0;a
chr4;48200000;48400000;6;a
chr4;48400000;48600000;11;a
chr4;48600000;48800000;11;a
chr4;48800000;49000000;11;a
chr4;49000000;49200000;17;a
chr4;49200000;49400000;17;a
chr4;49400000;49600000;13;a
chr4;49600000;49800000;22;a
chr4;49800000;50000000;2;a
chr4;50000000;50200000;1;a
chr4;50200000;50400000;14;a
chr4;50400000;50600000;10;a
chr4;50600000;50800000;11;a
chr4;50800000;51000000;5;a
chr4;51000000;51200000;22;a
chr4;51200000;51400000;7;a
chr4;51400000;51600000;14;a
chr4;51600000;51800000;8;a
chr4;51800000;52000000;11;a
chr4;52000000;52200000;8;a
chr4;52200000;52400000;5;a
chr4;52400000;52600000;12;a
chr4;52600000;52800000;17;a
chr4;52800000;53000000;6;a
chr4;53000000;53200000;18;a
chr4;53200000;53400000;19;a
chr4;53400000;53600000;21;a
chr4;53600000;53800000;20;a
chr4;53800000;54000000;15;a
chr4;54000000;54200000;17;a
chr4;54200000;54400000;19;a
chr4;54400000;54600000;23;a
chr4;54600000;54800000;48;a
chr4;54800000;55000000;19;a
chr4;55000000;55200000;41;a
chr4;55200000;55400000;9;a
chr4;55400000;55600000;51;a
chr4;55600000;55800000;21;a
chr4;55800000;56000000;21;a
chr4;56000000;56200000;6;a
chr4;56200000;56400000;15;a
chr4;56400000;56600000;26;a
chr4;56600000;56800000;20;a
chr4;56800000;57000000;22;a
chr4;57000000;57200000;35;a
chr4;57200000;57400000;20;a
chr4;57400000;57600000;21;a
chr4;57600000;57800000;25;a
chr4;57800000;58000000;23;a
chr4;58000000;58200000;45;a
chr4;58200000;58400000;36;a
chr4;58400000;58600000;40;a
chr4;58600000;58800000;43;a
chr4;58800000;59000000;10;a
chr4;59000000;59200000;33;a
chr4;59200000;59400000;39;a
chr4;59400000;59600000;56;a
chr4;59600000;59800000;49;a
chr4;59800000;60000000;42;a
chr4;60000000;60200000;28;a
chr4;60200000;60400000;39;a
chr4;60400000;60600000;54;a
chr4;60600000;60800000;36;a
chr4;60800000;61000000;48;a
chr4;61000000;61200000;39;a
chr4;61200000;61400000;29;a
chr4;61400000;61600000;55;a
chr4;61600000;61800000;48;a
chr4;61800000;62000000;40;a
chr4;62000000;62200000;40;a
chr4;62200000;62400000;49;a
chr4;62400000;62600000;47;a
chr4;62600000;62800000;44;a
chr4;62800000;63000000;52;a
chr4;63000000;63200000;59;a
chr4;63200000;63400000;58;a
chr4;63400000;63600000;54;a
chr4;63600000;63800000;48;a
chr4;63800000;64000000;49;a
chr4;64000000;64200000;44;a
chr4;64200000;64400000;55;a
chr4;64400000;64600000;46;a
chr4;64600000;64800000;43;a
chr6;0;200000;0;a
chr6;200000;400000;70;a
chr6;400000;600000;64;a
chr6;600000;800000;51;a
chr6;800000;1000000;63;a
chr6;1000000;1200000;52;a
chr6;1200000;1400000;47;a
chr6;1400000;1600000;40;a
chr6;1600000;1800000;49;a
chr6;1800000;2000000;49;a
chr6;2000000;2200000;58;a
chr6;2200000;2400000;49;a
chr6;2400000;2600000;45;a
chr6;2600000;2800000;63;a
chr6;2800000;3000000;41;a
chr6;3000000;3200000;52;a
chr6;3200000;3400000;48;a
chr6;3400000;3600000;39;a
chr6;3600000;3800000;45;a
chr6;3800000;4000000;41;a
chr6;4000000;4200000;58;a
chr6;4200000;4400000;46;a
chr6;4400000;4600000;43;a
chr6;4600000;4800000;59;a
chr6;4800000;5000000;18;a
chr6;5000000;5200000;44;a
chr6;5200000;5400000;46;a
chr6;5400000;5600000;43;a
chr6;5600000;5800000;45;a
chr6;5800000;6000000;58;a
chr6;6000000;6200000;22;a
chr6;6200000;6400000;41;a
chr6;6400000;6600000;55;a
chr6;6600000;6800000;40;a
chr6;6800000;7000000;27;a
chr6;7000000;7200000;37;a
chr6;7200000;7400000;41;a
chr6;7400000;7600000;42;a
chr6;7600000;7800000;37;a
chr6;7800000;8000000;47;a
chr6;8000000;8200000;29;a
chr6;8200000;8400000;45;a
chr6;8400000;8600000;37;a
chr6;8600000;8800000;27;a
chr6;8800000;9000000;20;a
chr6;9000000;9200000;30;a
chr6;9200000;9400000;19;a
chr6;9400000;9600000;13;a
chr6;9600000;9800000;35;a
chr6;9800000;10000000;18;a
chr6;10000000;10200000;23;a
chr6;10200000;10400000;8;a
chr6;10400000;10600000;6;a
chr6;10600000;10800000;2;a
chr6;10800000;11000000;25;a
chr6;11000000;11200000;30;a
chr6;11200000;11400000;38;a
chr6;11400000;11600000;19;a
chr6;11600000;11800000;41;a
chr6;11800000;12000000;43;a
chr6;12000000;12200000;27;a
chr6;12200000;12400000;25;a
chr6;12400000;12600000;40;a
chr6;12600000;12800000;28;a
chr6;12800000;13000000;46;a
chr6;13000000;13200000;33;a
chr6;13200000;13400000;30;a
chr6;13400000;13600000;16;a
chr6;13600000;13800000;16;a
chr6;13800000;14000000;17;a
chr6;14000000;14200000;13;a
chr6;14200000;14400000;18;a
chr6;14400000;14600000;39;a
chr6;14600000;14800000;20;a
chr6;14800000;15000000;13;a
chr6;15000000;15200000;15;a
chr6;15200000;15400000;31;a
chr6;15400000;15600000;20;a
chr6;15600000;15800000;16;a
chr6;15800000;16000000;26;a
chr6;16000000;16200000;10;a
chr6;16200000;16400000;19;a
chr6;16400000;16600000;6;a
chr6;16600000;16800000;15;a
chr6;16800000;17000000;8;a
chr6;17000000;17200000;0;a
chr6;17200000;17400000;10;a
chr6;17400000;17600000;9;a
chr6;17600000;17800000;9;a
chr6;17800000;18000000;18;a
chr6;18000000;18200000;13;a
chr6;18200000;18400000;31;a
chr6;18400000;18600000;6;a
chr6;18600000;18800000;6;a
chr6;18800000;19000000;7;a
chr6;19000000;19200000;4;a
chr6;19200000;19400000;16;a
chr6;19400000;19600000;6;a
chr6;19600000;19800000;8;a
chr6;19800000;20000000;0;a
chr6;20000000;20200000;0;a
chr6;20200000;20400000;0;a
chr6;20400000;20600000;2;a
chr6;20600000;20800000;2;a
chr6;20800000;21000000;6;a
chr6;21000000;21200000;0;a
chr6;21200000;21400000;5;a
chr6;21400000;21600000;4;a
chr6;21600000;21800000;13;a
chr6;21800000;22000000;3;a
chr6;22000000;22200000;0;a
chr6;22200000;22400000;0;a
chr6;22400000;22600000;4;a
chr6;22600000;22800000;12;a
chr6;22800000;23000000;10;a
chr6;23000000;23200000;14;a
chr6;23200000;23400000;8;a
chr6;23400000;23600000;4;a
chr6;23600000;23800000;35;a
chr6;23800000;24000000;15;a
chr6;24000000;24200000;0;a
chr6;24200000;24400000;15;a
chr6;24400000;24600000;18;a
chr6;24600000;24800000;33;a
chr6;24800000;25000000;0;a
chr6;25000000;25200000;4;a
chr6;25200000;25400000;4;a
chr6;25400000;25600000;4;a
chr6;25600000;25800000;6;a
chr6;25800000;26000000;10;a
chr6;26000000;26200000;10;a
chr6;26200000;26400000;17;a
chr6;26400000;26600000;10;a
chr6;26600000;26800000;4;a
chr6;26800000;27000000;9;a
chr6;27000000;27200000;0;a
chr6;27200000;27400000;16;a
chr6;27400000;27600000;22;a
chr6;27600000;27800000;10;a
chr6;27800000;28000000;22;a
chr6;28000000;28200000;0;a
chr6;28200000;28400000;17;a
chr6;28400000;28600000;28;a
chr6;28600000;28800000;24;a
chr6;28800000;29000000;17;a
chr6;29000000;29200000;17;a
chr6;29200000;29400000;0;a
chr6;29400000;29600000;2;a
chr6;29600000;29800000;14;a
chr6;29800000;30000000;6;a
chr6;30000000;30200000;4;a
chr6;30200000;30400000;3;a
chr6;30400000;30600000;8;a
chr6;30600000;30800000;11;a
chr6;30800000;31000000;11;a
chr6;31000000;31200000;14;a
chr6;31200000;31400000;5;a
chr6;31400000;31600000;21;a
chr6;31600000;31800000;8;a
chr6;31800000;32000000;31;a
chr6;32000000;32200000;18;a
chr6;32200000;32400000;7;a
chr6;32400000;32600000;9;a
chr6;32600000;32800000;8;a
chr6;32800000;33000000;27;a
chr6;33000000;33200000;18;a
chr6;33200000;33400000;7;a
chr6;33400000;33600000;17;a
chr6;33600000;33800000;14;a
chr6;33800000;34000000;17;a
chr6;34000000;34200000;46;a
chr6;34200000;34400000;32;a
chr6;34400000;34600000;16;a
chr6;34600000;34800000;31;a
chr6;34800000;35000000;11;a
chr6;35000000;35200000;11;a
chr6;35200000;35400000;17;a
chr6;35400000;35600000;21;a
chr6;35600000;35800000;21;a
chr6;35800000;36000000;24;a
chr6;36000000;36200000;41;a
chr6;36200000;36400000;27;a
chr6;36400000;36600000;49;a
chr6;36600000;36800000;33;a
chr6;36800000;37000000;52;a
chr6;37000000;37200000;58;a
chr8;0;200000;0;a
chr8;200000;400000;71;a
chr8;400000;600000;54;a
chr8;600000;800000;56;a
chr8;800000;1000000;64;a
chr8;1000000;1200000;46;a
chr8;1200000;1400000;53;a
chr8;1400000;1600000;63;a
chr8;1600000;1800000;58;a
chr8;1800000;2000000;52;a
chr8;2000000;2200000;57;a
chr8;2200000;2400000;52;a
chr8;2400000;2600000;68;a
chr8;2600000;2800000;53;a
chr8;2800000;3000000;55;a
chr8;3000000;3200000;57;a
chr8;3200000;3400000;41;a
chr8;3400000;3600000;64;a
chr8;3600000;3800000;40;a
chr8;3800000;4000000;53;a
chr8;4000000;4200000;51;a
chr8;4200000;4400000;60;a
chr8;4400000;4600000;55;a
chr8;4600000;4800000;60;a
chr8;4800000;5000000;57;a
chr8;5000000;5200000;49;a
chr8;5200000;5400000;50;a
chr8;5400000;5600000;47;a
chr8;5600000;5800000;48;a
chr8;5800000;6000000;38;a
chr8;6000000;6200000;29;a
chr8;6200000;6400000;28;a
chr8;6400000;6600000;46;a
chr8;6600000;6800000;47;a
chr8;6800000;7000000;53;a
chr8;7000000;7200000;69;a
chr8;7200000;7400000;52;a
chr8;7400000;7600000;42;a
chr8;7600000;7800000;43;a
chr8;7800000;8000000;35;a
chr8;8000000;8200000;31;a
chr8;8200000;8400000;40;a
chr8;8400000;8600000;49;a
chr8;8600000;8800000;55;a
chr8;8800000;9000000;34;a
chr8;9000000;9200000;38;a
chr8;9200000;9400000;27;a
chr8;9400000;9600000;50;a
chr8;9600000;9800000;40;a
chr8;9800000;10000000;48;a
chr8;10000000;10200000;38;a
chr8;10200000;10400000;23;a
chr8;10400000;10600000;35;a
chr8;10600000;10800000;38;a
chr8;10800000;11000000;36;a
chr8;11000000;11200000;47;a
chr8;11200000;11400000;35;a
chr8;11400000;11600000;40;a
chr8;11600000;11800000;33;a
chr8;11800000;12000000;19;a
chr8;12000000;12200000;16;a
chr8;12200000;12400000;43;a
chr8;12400000;12600000;35;a
chr8;12600000;12800000;41;a
chr8;12800000;13000000;26;a
chr8;13000000;13200000;25;a
chr8;13200000;13400000;6;a
chr8;13400000;13600000;12;a
chr8;13600000;13800000;4;a
chr8;13800000;14000000;24;a
chr8;14000000;14200000;15;a
chr8;14200000;14400000;9;a
chr8;14400000;14600000;28;a
chr8;14600000;14800000;19;a
chr8;14800000;15000000;14;a
chr8;15000000;15200000;15;a
chr8;15200000;15400000;18;a
chr8;15400000;15600000;5;a
chr8;15600000;15800000;13;a
chr8;15800000;16000000;8;a
chr8;16000000;16200000;20;a
chr8;16200000;16400000;13;a
chr8;16400000;16600000;7;a
chr8;16600000;16800000;8;a
chr8;16800000;17000000;6;a
chr8;17000000;17200000;10;a
chr8;17200000;17400000;8;a
chr8;17400000;17600000;6;a
chr8;17600000;17800000;1;a
chr8;17800000;18000000;7;a
chr8;18000000;18200000;3;a
chr8;18200000;18400000;0;a
chr8;18400000;18600000;0;a
chr8;18600000;18800000;3;a
chr8;18800000;19000000;5;a
chr8;19000000;19200000;16;a
chr8;19200000;19400000;0;a
chr8;19400000;19600000;8;a
chr8;19600000;19800000;5;a
chr8;19800000;20000000;3;a
chr8;20000000;20200000;0;a
chr8;20200000;20400000;8;a
chr8;20400000;20600000;1;a
chr8;20600000;20800000;0;a
chr8;20800000;21000000;17;a
chr8;21000000;21200000;8;a
chr8;21200000;21400000;1;a
chr8;21400000;21600000;2;a
chr8;21600000;21800000;0;a
chr8;21800000;22000000;2;a
chr8;22000000;22200000;4;a
chr8;22200000;22400000;0;a
chr8;22400000;22600000;5;a
chr8;22600000;22800000;22;a
chr8;22800000;23000000;10;a
chr8;23000000;23200000;5;a
chr8;23200000;23400000;4;a
chr8;23400000;23600000;8;a
chr8;23600000;23800000;0;a
chr8;23800000;24000000;16;a
chr8;24000000;24200000;5;a
chr8;24200000;24400000;1;a
chr8;24400000;24600000;7;a
chr8;24600000;24800000;11;a
chr8;24800000;25000000;0;a
chr8;25000000;25200000;0;a
chr8;25200000;25400000;3;a
chr8;25400000;25600000;1;a
chr8;25600000;25800000;0;a
chr8;25800000;26000000;1;a
chr8;26000000;26200000;20;a
chr8;26200000;26400000;18;a
chr8;26400000;26600000;16;a
chr8;26600000;26800000;4;a
chr8;26800000;27000000;6;a
chr8;27000000;27200000;13;a
chr8;27200000;27400000;7;a
chr8;27400000;27600000;6;a
chr8;27600000;27800000;6;a
chr8;27800000;28000000;11;a
chr8;28000000;28200000;21;a
chr8;28200000;28400000;7;a
chr8;28400000;28600000;38;a
chr8;28600000;28800000;12;a
chr8;28800000;29000000;1;a
chr8;29000000;29200000;1;a
chr8;29200000;29400000;4;a
chr8;29400000;29600000;27;a
chr8;29600000;29800000;24;a
chr8;29800000;30000000;14;a
chr8;30000000;30200000;4;a
chr8;30200000;30400000;19;a
