chr;start;end;value
chr1a;39000000;39999999;1
chr1a;40000000;40999999;1
chr1a;41000000;41999999;1
chr1a;42000000;42999999;1
chr1a;43000000;43999999;1
chr1a;44000000;44999999;1
chr1a;45000000;45999999;1
chr1a;46000000;46999999;1
chr1a;47000000;47999999;0
chr1a;48000000;48999999;1
chr1a;49000000;49999999;0
chr1a;50000000;50999999;1
chr1a;51000000;51999999;1
chr1a;52000000;52999999;1
chr1b;0;999999;0
chr1b;1000000;1999999;1
chr1b;2000000;2999999;1
chr1b;3000000;3999999;1
chr1b;4000000;4999999;1
chr1b;5000000;5999999;1
chr1b;6000000;6999999;1
chr1b;7000000;7999999;1
chr1b;8000000;8999999;1
chr1b;9000000;9999999;1
chr1b;10000000;10999999;1
chr1b;11000000;11999999;1
chr1b;12000000;12999999;1
chr1b;13000000;13999999;1
chr1b;14000000;14999999;1
chr1b;15000000;15999999;1
chr1b;16000000;16999999;1
chr1b;17000000;17999999;1
chr1b;18000000;18999999;1
chr1b;19000000;19999999;1
chr1b;20000000;20999999;1
chr1b;21000000;21999999;1
chr1b;22000000;22999999;0
chr1b;23000000;23999999;1
chr1b;24000000;24999999;1
chr1b;25000000;25999999;0
chr1b;26000000;26999999;1
chr1b;27000000;27999999;0
chr1b;28000000;28999999;1
chr1b;29000000;29999999;1
chr1b;30000000;30999999;1
chr1b;31000000;31999999;0
chr1b;32000000;32999999;1
chr1b;33000000;33999999;0
chr1b;34000000;34999999;0
chr1b;35000000;35999999;1
chr1b;36000000;36999999;1
chr1b;37000000;37999999;1
chr1b;38000000;38999999;0
chr1b;39000000;39999999;1
chr1b;40000000;40999999;1
chr1b;41000000;41999999;1
chr1b;42000000;42999999;1
chr1b;43000000;43999999;1
chr1b;44000000;44999999;1
chr1b;45000000;45999999;1
chr1b;46000000;46999999;1
chr1b;47000000;47999999;1
chr1b;48000000;48999999;0
chr1b;49000000;49999999;0
chr1b;50000000;50999999;1
chr1b;51000000;51999999;1
chr1b;52000000;52999999;1
chr2a;0;999999;0
chr2a;1000000;1999999;1
chr2a;2000000;2999999;1
chr2a;3000000;3999999;1
chr2a;4000000;4999999;1
chr2a;5000000;5999999;1
chr2a;6000000;6999999;1
chr2a;7000000;7999999;1
chr2a;8000000;8999999;1
chr2a;9000000;9999999;1
chr2a;10000000;10999999;1
chr2a;11000000;11999999;1
chr2a;12000000;12999999;1
chr2a;13000000;13999999;1
chr2a;14000000;14999999;1
chr2a;15000000;15999999;1
chr2a;16000000;16999999;1
chr2a;17000000;17999999;1
chr2a;18000000;18999999;0
chr2a;19000000;19999999;1
chr2a;20000000;20999999;0
chr2a;21000000;21999999;1
chr2a;22000000;22999999;1
chr2a;23000000;23999999;1
chr2a;24000000;24999999;1
chr2a;25000000;25999999;1
chr2a;26000000;26999999;0
chr2a;27000000;27999999;1
chr2a;28000000;28999999;1
chr2a;29000000;29999999;1
chr2a;30000000;30999999;1
chr2a;31000000;31999999;1
chr2a;32000000;32999999;1
chr2a;33000000;33999999;0
chr2a;34000000;34999999;1
chr2a;35000000;35999999;1
chr2a;36000000;36999999;0
chr2a;37000000;37999999;1
chr2a;38000000;38999999;1
chr2a;39000000;39999999;1
chr2a;40000000;40999999;1
chr2a;41000000;41999999;0
chr2a;42000000;42999999;1
chr2a;43000000;43999999;1
chr2a;44000000;44999999;0
chr2a;45000000;45999999;1
chr2a;46000000;46999999;1
chr2a;47000000;47999999;1
chr2a;48000000;48999999;1
chr2a;49000000;49999999;1
chr2a;50000000;50999999;0
chr2a;51000000;51999999;1
chr2a;52000000;52999999;1
chr2b;0;999999;0
chr2b;1000000;1999999;1
chr2b;2000000;2999999;1
chr2b;3000000;3999999;1
chr2b;4000000;4999999;1
chr2b;5000000;5999999;0
chr2b;6000000;6999999;1
chr2b;7000000;7999999;1
chr2b;8000000;8999999;1
chr2b;9000000;9999999;1
chr2b;10000000;10999999;1
chr2b;11000000;11999999;1
chr2b;12000000;12999999;1
chr2b;13000000;13999999;1
chr2b;14000000;14999999;1
chr2b;15000000;15999999;0
chr2b;16000000;16999999;1
chr2b;17000000;17999999;1
chr2b;18000000;18999999;0
chr2b;19000000;19999999;1
chr2b;20000000;20999999;0
chr2b;21000000;21999999;1
chr2b;22000000;22999999;1
chr2b;23000000;23999999;1
chr2b;24000000;24999999;0
chr2b;25000000;25999999;1
chr2b;26000000;26999999;0
chr2b;27000000;27999999;1
chr2b;28000000;28999999;1
chr2b;29000000;29999999;1
chr2b;30000000;30999999;1
chr2b;31000000;31999999;1
chr2b;32000000;32999999;2
chr2b;33000000;33999999;0
chr2b;34000000;34999999;0
chr2b;35000000;35999999;1
chr2b;36000000;36999999;0
chr2b;37000000;37999999;1
chr2b;38000000;38999999;1
chr2b;39000000;39999999;1
chr2b;40000000;40999999;1
chr2b;41000000;41999999;1
chr2b;42000000;42999999;0
chr2b;43000000;43999999;1
chr2b;44000000;44999999;1
chr2b;45000000;45999999;0
chr2b;46000000;46999999;1
chr2b;47000000;47999999;1
chr2b;48000000;48999999;1
chr2b;49000000;49999999;1
chr2b;50000000;50999999;1
chr2b;51000000;51999999;1
chr3a;0;999999;0
chr3a;1000000;1999999;1
chr3a;2000000;2999999;1
chr3a;3000000;3999999;1
chr3a;4000000;4999999;1
chr3a;5000000;5999999;1
chr3a;6000000;6999999;1
chr3a;7000000;7999999;1
chr3a;8000000;8999999;1
chr3a;9000000;9999999;1
chr3a;10000000;10999999;1
chr3a;11000000;11999999;1
chr3a;12000000;12999999;1
chr3a;13000000;13999999;1
chr3a;14000000;14999999;1
chr3a;15000000;15999999;1
chr3a;16000000;16999999;1
chr3a;17000000;17999999;1
chr3a;18000000;18999999;1
chr3a;19000000;19999999;1
chr3a;20000000;20999999;0
chr3a;21000000;21999999;1
chr3a;22000000;22999999;1
chr3a;23000000;23999999;0
chr3a;24000000;24999999;1
chr3a;25000000;25999999;0
chr3a;26000000;26999999;0
chr3a;27000000;27999999;0
chr3a;28000000;28999999;1
chr3a;29000000;29999999;1
chr3a;30000000;30999999;1
chr3a;31000000;31999999;1
chr3a;32000000;32999999;1
chr3a;33000000;33999999;1
chr3a;34000000;34999999;1
chr3a;35000000;35999999;1
chr3a;36000000;36999999;1
chr3a;37000000;37999999;1
chr3a;38000000;38999999;1
chr3a;39000000;39999999;1
chr3a;40000000;40999999;1
chr3a;41000000;41999999;1
chr3a;42000000;42999999;1
chr3a;43000000;43999999;1
chr3a;44000000;44999999;1
chr3a;45000000;45999999;1
chr3a;46000000;46999999;1
chr3b;0;999999;0
chr3b;1000000;1999999;1
chr3b;2000000;2999999;1
chr3b;3000000;3999999;1
chr3b;4000000;4999999;1
chr3b;5000000;5999999;1
chr3b;6000000;6999999;1
chr3b;7000000;7999999;1
chr3b;8000000;8999999;1
chr3b;9000000;9999999;1
chr3b;10000000;10999999;1
chr3b;11000000;11999999;1
chr3b;12000000;12999999;1
chr3b;13000000;13999999;1
chr3b;14000000;14999999;1
chr3b;15000000;15999999;1
chr3b;16000000;16999999;1
chr3b;17000000;17999999;1
chr3b;18000000;18999999;1
chr3b;19000000;19999999;1
chr3b;20000000;20999999;1
chr3b;21000000;21999999;1
chr3b;22000000;22999999;0
chr3b;23000000;23999999;0
chr3b;24000000;24999999;1
chr3b;25000000;25999999;1
chr3b;26000000;26999999;1
chr3b;27000000;27999999;1
chr3b;28000000;28999999;1
chr3b;29000000;29999999;1
chr3b;30000000;30999999;1
chr3b;31000000;31999999;1
chr3b;32000000;32999999;1
chr3b;33000000;33999999;0
chr3b;34000000;34999999;1
chr3b;35000000;35999999;1
chr3b;36000000;36999999;1
chr3b;37000000;37999999;1
chr3b;38000000;38999999;1
chr3b;39000000;39999999;1
chr3b;40000000;40999999;1
chr3b;41000000;41999999;1
chr3b;42000000;42999999;1
chr3b;43000000;43999999;1
chr3b;44000000;44999999;1
chr3b;45000000;45999999;1
chr3b;46000000;46999999;1
chr3b;47000000;47999999;1
chr4a;0;999999;0
chr4a;1000000;1999999;1
chr4a;2000000;2999999;1
chr4a;3000000;3999999;1
chr4a;4000000;4999999;1
chr4a;5000000;5999999;1
chr4a;6000000;6999999;1
chr4a;7000000;7999999;1
chr4a;8000000;8999999;1
chr4a;9000000;9999999;1
chr4a;10000000;10999999;1
chr4a;11000000;11999999;1
chr4a;12000000;12999999;1
chr4a;13000000;13999999;1
chr4a;14000000;14999999;1
chr4a;15000000;15999999;1
chr4a;16000000;16999999;1
chr4a;17000000;17999999;1
chr4a;18000000;18999999;1
chr4a;19000000;19999999;1
chr4a;20000000;20999999;1
chr4a;21000000;21999999;1
chr4a;22000000;22999999;0
chr4a;23000000;23999999;1
chr4a;24000000;24999999;1
chr4a;25000000;25999999;1
chr4a;26000000;26999999;1
chr4a;27000000;27999999;1
chr4a;28000000;28999999;1
chr4a;29000000;29999999;1
chr4a;30000000;30999999;1
chr4a;31000000;31999999;1
chr4a;32000000;32999999;1
chr4a;33000000;33999999;1
chr4a;34000000;34999999;1
chr4a;35000000;35999999;0
chr4a;36000000;36999999;1
chr4a;37000000;37999999;1
chr4a;38000000;38999999;1
chr4a;39000000;39999999;0
chr4a;40000000;40999999;1
chr4a;41000000;41999999;1
chr4a;42000000;42999999;1
chr4a;43000000;43999999;1
chr4a;44000000;44999999;1
chr4b;0;999999;0
chr4b;1000000;1999999;1
chr4b;2000000;2999999;1
chr4b;3000000;3999999;1
chr4b;4000000;4999999;1
chr4b;5000000;5999999;1
chr4b;6000000;6999999;1
chr4b;7000000;7999999;1
chr4b;8000000;8999999;1
chr4b;9000000;9999999;1
chr4b;10000000;10999999;1
chr4b;11000000;11999999;1
chr4b;12000000;12999999;1
chr4b;13000000;13999999;1
chr4b;14000000;14999999;1
chr4b;15000000;15999999;1
chr4b;16000000;16999999;1
chr4b;17000000;17999999;1
chr4b;18000000;18999999;1
chr4b;19000000;19999999;1
chr4b;20000000;20999999;1
chr4b;21000000;21999999;0
chr4b;22000000;22999999;0
chr4b;23000000;23999999;1
chr4b;24000000;24999999;1
chr4b;25000000;25999999;1
chr4b;26000000;26999999;1
chr4b;27000000;27999999;1
chr4b;28000000;28999999;1
chr4b;29000000;29999999;1
chr4b;30000000;30999999;1
chr4b;31000000;31999999;1
chr4b;32000000;32999999;1
chr4b;33000000;33999999;1
chr4b;34000000;34999999;1
chr4b;35000000;35999999;0
chr4b;36000000;36999999;1
chr4b;37000000;37999999;1
chr4b;38000000;38999999;1
chr4b;39000000;39999999;1
chr4b;40000000;40999999;1
chr4b;41000000;41999999;1
chr4b;42000000;42999999;1
chr4b;43000000;43999999;1
chr4b;44000000;44999999;1
chr4b;45000000;45999999;1
chr4b;46000000;46999999;3
chr5a;0;999999;0
chr5a;1000000;1999999;1
chr5a;2000000;2999999;1
chr5a;3000000;3999999;0
chr5a;4000000;4999999;1
chr5a;5000000;5999999;1
chr5a;6000000;6999999;1
chr5a;7000000;7999999;1
chr5a;8000000;8999999;1
chr5a;9000000;9999999;1
chr5a;10000000;10999999;7
chr5a;11000000;11999999;0
chr5a;12000000;12999999;1
chr5a;13000000;13999999;1
chr5a;14000000;14999999;1
chr5a;15000000;15999999;1
chr5a;16000000;16999999;1
chr5a;17000000;17999999;1
chr5a;18000000;18999999;1
chr5a;19000000;19999999;1
chr5a;20000000;20999999;1
chr5a;21000000;21999999;1
chr5a;22000000;22999999;1
chr5a;23000000;23999999;5
chr5a;24000000;24999999;1
chr5a;25000000;25999999;1
chr5a;26000000;26999999;1
chr5a;27000000;27999999;1
chr5a;28000000;28999999;1
chr5a;29000000;29999999;1
chr5a;30000000;30999999;0
chr5a;31000000;31999999;1
chr5a;32000000;32999999;1
chr5a;33000000;33999999;1
chr5a;34000000;34999999;1
chr5a;35000000;35999999;1
chr5a;36000000;36999999;1
chr5a;37000000;37999999;1
chr5a;38000000;38999999;1
chr5a;39000000;39999999;1
chr5a;40000000;40999999;1
chr5a;41000000;41999999;1
chr5a;42000000;42999999;1
chr5a;43000000;43999999;0
chr5a;44000000;44999999;1
chr5b;0;999999;0
chr5b;1000000;1999999;1
chr5b;2000000;2999999;1
chr5b;3000000;3999999;1
chr5b;4000000;4999999;1
chr5b;5000000;5999999;1
chr5b;6000000;6999999;1
chr5b;7000000;7999999;1
chr5b;8000000;8999999;1
chr5b;9000000;9999999;1
chr5b;10000000;10999999;1
chr5b;11000000;11999999;1
chr5b;12000000;12999999;1
chr5b;13000000;13999999;0
chr5b;14000000;14999999;1
chr5b;15000000;15999999;1
chr5b;16000000;16999999;1
chr5b;17000000;17999999;1
chr5b;18000000;18999999;1
chr5b;19000000;19999999;1
chr5b;20000000;20999999;0
chr5b;21000000;21999999;0
chr5b;22000000;22999999;0
chr5b;23000000;23999999;1
chr5b;24000000;24999999;1
chr5b;25000000;25999999;0
chr5b;26000000;26999999;0
chr5b;27000000;27999999;1
chr5b;28000000;28999999;0
chr5b;29000000;29999999;0
chr5b;30000000;30999999;1
chr5b;31000000;31999999;0
chr5b;32000000;32999999;0
chr5b;33000000;33999999;0
chr5b;34000000;34999999;1
chr5b;35000000;35999999;1
chr5b;36000000;36999999;0
chr5b;37000000;37999999;0
chr5b;38000000;38999999;1
chr5b;39000000;39999999;1
chr5b;40000000;40999999;1
chr5b;41000000;41999999;1
chr5b;42000000;42999999;1
chr5b;43000000;43999999;1
chr6a;0;999999;0
chr6a;1000000;1999999;1
chr6a;2000000;2999999;1
chr6a;3000000;3999999;1
chr6a;4000000;4999999;1
chr6a;5000000;5999999;1
chr6a;6000000;6999999;1
chr6a;7000000;7999999;1
chr6a;8000000;8999999;0
chr6a;9000000;9999999;1
chr6a;10000000;10999999;1
chr6a;11000000;11999999;1
chr6a;12000000;12999999;0
chr6a;13000000;13999999;0
chr6a;14000000;14999999;0
chr6a;15000000;15999999;1
chr6a;16000000;16999999;0
chr6a;17000000;17999999;0
chr6a;18000000;18999999;1
chr6a;19000000;19999999;1
chr6a;20000000;20999999;1
chr6a;21000000;21999999;1
chr6a;22000000;22999999;0
chr6a;23000000;23999999;1
chr6a;24000000;24999999;0
chr6a;25000000;25999999;0
chr6a;26000000;26999999;1
chr6a;27000000;27999999;0
chr6a;28000000;28999999;1
chr6a;29000000;29999999;1
chr6a;30000000;30999999;0
chr6a;31000000;31999999;1
chr6a;32000000;32999999;1
chr6a;33000000;33999999;1
chr6a;34000000;34999999;1
chr6a;35000000;35999999;0
chr6a;36000000;36999999;1
chr6a;37000000;37999999;1
chr6a;38000000;38999999;1
chr6a;39000000;39999999;0
chr6a;40000000;40999999;1
chr6a;41000000;41999999;1
chr6a;42000000;42999999;1
chr6a;43000000;43999999;1
chr6b;0;999999;0
chr6b;1000000;1999999;1
chr6b;2000000;2999999;1
chr6b;3000000;3999999;1
chr6b;4000000;4999999;1
chr6b;5000000;5999999;1
chr6b;6000000;6999999;1
chr6b;7000000;7999999;1
chr6b;8000000;8999999;1
chr6b;9000000;9999999;0
chr6b;10000000;10999999;1
chr6b;11000000;11999999;1
chr6b;12000000;12999999;1
chr6b;13000000;13999999;1
chr6b;14000000;14999999;0
chr6b;15000000;15999999;1
chr6b;16000000;16999999;0
chr6b;17000000;17999999;1
chr6b;18000000;18999999;1
chr6b;19000000;19999999;1
chr6b;20000000;20999999;1
chr6b;21000000;21999999;1
chr6b;22000000;22999999;1
chr6b;23000000;23999999;1
chr6b;24000000;24999999;1
chr6b;25000000;25999999;1
chr6b;26000000;26999999;1
chr6b;27000000;27999999;1
chr6b;28000000;28999999;1
chr6b;29000000;29999999;1
chr6b;30000000;30999999;1
chr6b;31000000;31999999;0
chr6b;32000000;32999999;1
chr6b;33000000;33999999;1
chr6b;34000000;34999999;1
chr6b;35000000;35999999;1
chr6b;36000000;36999999;1
chr6b;37000000;37999999;1
chr6b;38000000;38999999;1
chr6b;39000000;39999999;1
chr6b;40000000;40999999;1
chr6b;41000000;41999999;1
chr7a;0;999999;0
chr7a;1000000;1999999;1
chr7a;2000000;2999999;1
chr7a;3000000;3999999;1
chr7a;4000000;4999999;1
chr7a;5000000;5999999;1
chr7a;6000000;6999999;1
chr7a;7000000;7999999;1
chr7a;8000000;8999999;1
chr7a;9000000;9999999;1
chr7a;10000000;10999999;1
chr7a;11000000;11999999;0
chr7a;12000000;12999999;1
chr7a;13000000;13999999;1
chr7a;14000000;14999999;1
chr7a;15000000;15999999;1
chr7a;16000000;16999999;1
chr7a;17000000;17999999;1
chr7a;18000000;18999999;0
chr7a;19000000;19999999;1
chr7a;20000000;20999999;1
chr7a;21000000;21999999;1
chr7a;22000000;22999999;1
chr7a;23000000;23999999;1
chr7a;24000000;24999999;1
chr7a;25000000;25999999;0
chr7a;26000000;26999999;1
chr7a;27000000;27999999;1
chr7a;28000000;28999999;1
chr7a;29000000;29999999;1
chr7a;30000000;30999999;1
chr7a;31000000;31999999;1
chr7a;32000000;32999999;1
chr7a;33000000;33999999;0
chr7a;34000000;34999999;0
chr7a;35000000;35999999;1
chr7a;36000000;36999999;1
chr7a;37000000;37999999;1
chr7a;38000000;38999999;1
chr7a;39000000;39999999;1
chr7a;40000000;40999999;1
chr7a;41000000;41999999;1
chr7b;0;999999;0
chr7b;1000000;1999999;1
chr7b;2000000;2999999;6
chr7b;3000000;3999999;1
chr7b;4000000;4999999;1
chr7b;5000000;5999999;1
chr7b;6000000;6999999;1
chr7b;7000000;7999999;1
chr7b;8000000;8999999;1
chr7b;9000000;9999999;1
chr7b;10000000;10999999;1
chr7b;11000000;11999999;1
chr7b;12000000;12999999;1
chr7b;13000000;13999999;1
chr7b;14000000;14999999;1
chr7b;15000000;15999999;1
chr7b;16000000;16999999;1
chr7b;17000000;17999999;1
chr7b;18000000;18999999;1
chr7b;19000000;19999999;1
chr7b;20000000;20999999;1
chr7b;21000000;21999999;1
chr7b;22000000;22999999;1
chr7b;23000000;23999999;0
chr7b;24000000;24999999;0
chr7b;25000000;25999999;0
chr7b;26000000;26999999;1
chr7b;27000000;27999999;1
chr7b;28000000;28999999;1
chr7b;29000000;29999999;0
chr7b;30000000;30999999;1
chr7b;31000000;31999999;1
chr7b;32000000;32999999;1
chr7b;33000000;33999999;1
chr7b;34000000;34999999;1
chr7b;35000000;35999999;1
chr7b;36000000;36999999;0
chr7b;37000000;37999999;1
chr7b;38000000;38999999;1
chr8a;0;999999;0
chr8a;1000000;1999999;1
chr8a;2000000;2999999;1
chr8a;3000000;3999999;1
chr8a;4000000;4999999;1
chr8a;5000000;5999999;1
chr8a;6000000;6999999;1
chr8a;7000000;7999999;1
chr8a;8000000;8999999;1
chr8a;9000000;9999999;1
chr8a;10000000;10999999;1
chr8a;11000000;11999999;1
chr8a;12000000;12999999;1
chr8a;13000000;13999999;1
chr8a;14000000;14999999;0
chr8a;15000000;15999999;1
chr8a;16000000;16999999;1
chr8a;17000000;17999999;1
chr8a;18000000;18999999;0
chr8a;19000000;19999999;1
chr8a;20000000;20999999;0
chr8a;21000000;21999999;1
chr8a;22000000;22999999;1
chr8a;23000000;23999999;0
chr8a;24000000;24999999;1
chr8a;25000000;25999999;1
chr8a;26000000;26999999;1
chr8a;27000000;27999999;0
chr8a;28000000;28999999;1
chr8a;29000000;29999999;1
chr8a;30000000;30999999;1
chr8a;31000000;31999999;1
chr8a;32000000;32999999;1
chr8a;33000000;33999999;1
chr8a;34000000;34999999;1
chr8a;35000000;35999999;1
chr8b;0;999999;0
chr8b;1000000;1999999;1
chr8b;2000000;2999999;1
chr8b;3000000;3999999;1
chr8b;4000000;4999999;1
chr8b;5000000;5999999;1
chr8b;6000000;6999999;1
chr8b;7000000;7999999;1
chr8b;8000000;8999999;1
chr8b;9000000;9999999;1
chr8b;10000000;10999999;1
chr8b;11000000;11999999;1
chr8b;12000000;12999999;1
chr8b;13000000;13999999;1
chr8b;14000000;14999999;0
chr8b;15000000;15999999;1
chr8b;16000000;16999999;1
chr8b;17000000;17999999;1
chr8b;18000000;18999999;0
chr8b;19000000;19999999;1
chr8b;20000000;20999999;1
chr8b;21000000;21999999;1
chr8b;22000000;22999999;1
chr8b;23000000;23999999;1
chr8b;24000000;24999999;1
chr8b;25000000;25999999;0
chr8b;26000000;26999999;1
chr8b;27000000;27999999;1
chr8b;28000000;28999999;1
chr8b;29000000;29999999;1
chr8b;30000000;30999999;1
chr8b;31000000;31999999;1
chr8b;32000000;32999999;1
chr8b;33000000;33999999;1
chr8b;34000000;34999999;1
chr9a;0;999999;0
chr9a;1000000;1999999;1
chr9a;2000000;2999999;1
chr9a;3000000;3999999;1
chr9a;4000000;4999999;1
chr9a;5000000;5999999;1
chr9a;6000000;6999999;1
chr9a;7000000;7999999;1
chr9a;8000000;8999999;1
chr9a;9000000;9999999;1
chr9a;10000000;10999999;1
chr9a;11000000;11999999;1
chr9a;12000000;12999999;1
chr9a;13000000;13999999;1
chr9a;14000000;14999999;0
chr9a;15000000;15999999;1
chr9a;16000000;16999999;1
chr9a;17000000;17999999;0
chr9a;18000000;18999999;1
chr9a;19000000;19999999;1
chr9a;20000000;20999999;1
chr9a;21000000;21999999;1
chr9a;22000000;22999999;0
chr9a;23000000;23999999;1
chr9a;24000000;24999999;1
chr9a;25000000;25999999;1
chr9a;26000000;26999999;0
chr9a;27000000;27999999;1
chr9a;28000000;28999999;1
chr9a;29000000;29999999;1
chr9a;30000000;30999999;1
chr9a;31000000;31999999;1
chr9a;32000000;32999999;1
chr9a;33000000;33999999;1
chr9a;34000000;34999999;1
chr9b;0;999999;0
chr9b;1000000;1999999;1
chr9b;2000000;2999999;1
chr9b;3000000;3999999;1
chr9b;4000000;4999999;1
chr9b;5000000;5999999;1
chr9b;6000000;6999999;1
chr9b;7000000;7999999;1
chr9b;8000000;8999999;0
chr9b;9000000;9999999;1
chr9b;10000000;10999999;1
chr9b;11000000;11999999;0
chr9b;12000000;12999999;1
chr9b;13000000;13999999;0
chr9b;14000000;14999999;0
chr9b;15000000;15999999;1
chr9b;16000000;16999999;1
chr9b;17000000;17999999;1
chr9b;18000000;18999999;1
chr9b;19000000;19999999;0
chr9b;20000000;20999999;1
chr9b;21000000;21999999;1
chr9b;22000000;22999999;1
chr9b;23000000;23999999;1
chr9b;24000000;24999999;1
chr9b;25000000;25999999;1
chr9b;26000000;26999999;1
chr9b;27000000;27999999;1
chr9b;28000000;28999999;1
chr9b;29000000;29999999;1
chr9b;30000000;30999999;1
chr9b;31000000;31999999;1
chr9b;32000000;32999999;1
chr9b;33000000;33999999;1
