chr;start;end;value
chr1a;12000000;12499999;9
chr1a;12500000;12999999;21
chr1a;13000000;13499999;7
chr1a;13500000;13999999;25
chr1a;14000000;14499999;21
chr1a;14500000;14999999;18
chr1a;15000000;15499999;11
chr1a;15500000;15999999;20
chr1a;16000000;16499999;9
chr1a;16500000;16999999;7
chr1a;17000000;17499999;3
chr1a;17500000;17999999;5
chr1a;18000000;18499999;8
chr1a;18500000;18999999;8
chr1a;19000000;19499999;10
chr1a;19500000;19999999;9
chr1a;20000000;20499999;6
chr1a;20500000;20999999;11
chr1a;21000000;21499999;7
chr1a;21500000;21999999;6
chr1a;22000000;22499999;7
chr1a;22500000;22999999;9
chr1a;23000000;23499999;3
chr1a;23500000;23999999;5
chr1a;24000000;24499999;2
chr1a;24500000;24999999;1
chr1a;25000000;25499999;7
chr1a;25500000;25999999;1
chr1a;26000000;26499999;2
chr1a;26500000;26999999;5
chr1a;27000000;27499999;8
chr1a;27500000;27999999;2
chr1a;28000000;28499999;4
chr1a;28500000;28999999;8
chr1a;29000000;29499999;4
chr1a;29500000;29999999;4
chr1a;30000000;30499999;2
chr1a;30500000;30999999;1
chr1a;31000000;31499999;2
chr1a;31500000;31999999;1
chr1a;32000000;32499999;3
chr1a;32500000;32999999;1
chr1a;33000000;33499999;3
chr1a;33500000;33999999;1
chr1a;34000000;34499999;3
chr1a;34500000;34999999;3
chr1a;35000000;35499999;3
chr1a;35500000;35999999;2
chr1a;36000000;36499999;3
chr1a;36500000;36999999;3
chr1a;37000000;37499999;5
chr1a;37500000;37999999;5
chr1a;38000000;38499999;2
chr1a;38500000;38999999;12
chr1a;39000000;39499999;16
chr1a;39500000;39999999;8
chr1a;40000000;40499999;8
chr1a;40500000;40999999;18
chr1a;41000000;41499999;8
chr1a;41500000;41999999;8
chr1a;42000000;42499999;5
chr1a;42500000;42999999;28
chr1a;43000000;43499999;20
chr1a;43500000;43999999;14
chr1a;44000000;44499999;22
chr1a;44500000;44999999;24
chr1a;45000000;45499999;22
chr1a;45500000;45999999;30
chr1a;46000000;46499999;26
chr1a;46500000;46999999;8
chr1a;47000000;47499999;15
chr1a;47500000;47999999;27
chr1a;48000000;48499999;34
chr1a;48500000;48999999;8
chr1a;49000000;49499999;25
chr1a;49500000;49999999;35
chr1a;50000000;50499999;42
chr1a;50500000;50999999;31
chr1a;51000000;51499999;31
chr1a;51500000;51999999;49
chr1a;52000000;52499999;36
chr1a;52500000;52999999;42
chr1b;0;499999;0
chr1b;500000;999999;42
chr1b;1000000;1499999;45
chr1b;1500000;1999999;44
chr1b;2000000;2499999;25
chr1b;2500000;2999999;18
chr1b;3000000;3499999;41
chr1b;3500000;3999999;43
chr1b;4000000;4499999;29
chr1b;4500000;4999999;43
chr1b;5000000;5499999;32
chr1b;5500000;5999999;47
chr1b;6000000;6499999;44
chr1b;6500000;6999999;41
chr1b;7000000;7499999;38
chr1b;7500000;7999999;44
chr1b;8000000;8499999;47
chr1b;8500000;8999999;40
chr1b;9000000;9499999;37
chr1b;9500000;9999999;38
chr1b;10000000;10499999;36
chr1b;10500000;10999999;41
chr1b;11000000;11499999;30
chr1b;11500000;11999999;12
chr1b;12000000;12499999;8
chr1b;12500000;12999999;22
chr1b;13000000;13499999;8
chr1b;13500000;13999999;25
chr1b;14000000;14499999;29
chr1b;14500000;14999999;16
chr1b;15000000;15499999;10
chr1b;15500000;15999999;18
chr1b;16000000;16499999;10
chr1b;16500000;16999999;6
chr1b;17000000;17499999;5
chr1b;17500000;17999999;3
chr1b;18000000;18499999;8
chr1b;18500000;18999999;7
chr1b;19000000;19499999;12
chr1b;19500000;19999999;7
chr1b;20000000;20499999;9
chr1b;20500000;20999999;13
chr1b;21000000;21499999;3
chr1b;21500000;21999999;6
chr1b;22000000;22499999;7
chr1b;22500000;22999999;9
chr1b;23000000;23499999;3
chr1b;23500000;23999999;4
chr1b;24000000;24499999;2
chr1b;24500000;24999999;1
chr1b;25000000;25499999;6
chr1b;25500000;25999999;1
chr1b;26000000;26499999;2
chr1b;26500000;26999999;7
chr1b;27000000;27499999;8
chr1b;27500000;27999999;2
chr1b;28000000;28499999;4
chr1b;28500000;28999999;10
chr1b;29000000;29499999;2
chr1b;29500000;29999999;4
chr1b;30000000;30499999;2
chr1b;30500000;30999999;1
chr1b;31000000;31499999;2
chr1b;31500000;31999999;2
chr1b;32000000;32499999;2
chr1b;32500000;32999999;4
chr1b;33000000;33499999;1
chr1b;33500000;33999999;1
chr1b;34000000;34499999;3
chr1b;34500000;34999999;3
chr1b;35000000;35499999;3
chr1b;35500000;35999999;2
chr1b;36000000;36499999;4
chr1b;36500000;36999999;3
chr1b;37000000;37499999;6
chr1b;37500000;37999999;4
chr1b;38000000;38499999;3
chr1b;38500000;38999999;14
chr1b;39000000;39499999;16
chr1b;39500000;39999999;8
chr1b;40000000;40499999;12
chr1b;40500000;40999999;13
chr1b;41000000;41499999;10
chr1b;41500000;41999999;3
chr1b;42000000;42499999;14
chr1b;42500000;42999999;26
chr1b;43000000;43499999;16
chr1b;43500000;43999999;20
chr1b;44000000;44499999;21
chr1b;44500000;44999999;19
chr1b;45000000;45499999;33
chr1b;45500000;45999999;23
chr1b;46000000;46499999;24
chr1b;46500000;46999999;6
chr1b;47000000;47499999;23
chr1b;47500000;47999999;36
chr1b;48000000;48499999;17
chr1b;48500000;48999999;19
chr1b;49000000;49499999;27
chr1b;49500000;49999999;43
chr1b;50000000;50499999;35
chr1b;50500000;50999999;31
chr1b;51000000;51499999;36
chr1b;51500000;51999999;46
chr1b;52000000;52499999;31
chr1b;52500000;52999999;49
chr2a;0;499999;0
chr2a;500000;999999;46
chr2a;1000000;1499999;47
chr2a;1500000;1999999;41
chr2a;2000000;2499999;33
chr2a;2500000;2999999;41
chr2a;3000000;3499999;44
chr2a;3500000;3999999;32
chr2a;4000000;4499999;31
chr2a;4500000;4999999;30
chr2a;5000000;5499999;31
chr2a;5500000;5999999;17
chr2a;6000000;6499999;12
chr2a;6500000;6999999;8
chr2a;7000000;7499999;16
chr2a;7500000;7999999;15
chr2a;8000000;8499999;6
chr2a;8500000;8999999;11
chr2a;9000000;9499999;4
chr2a;9500000;9999999;10
chr2a;10000000;10499999;5
chr2a;10500000;10999999;2
chr2a;11000000;11499999;11
chr2a;11500000;11999999;13
chr2a;12000000;12499999;1
chr2a;12500000;12999999;4
chr2a;13000000;13499999;10
chr2a;13500000;13999999;8
chr2a;14000000;14499999;1
chr2a;14500000;14999999;3
chr2a;15000000;15499999;1
chr2a;15500000;15999999;1
chr2a;16000000;16499999;1
chr2a;16500000;16999999;1
chr2a;17000000;17499999;2
chr2a;17500000;17999999;9
chr2a;18000000;18499999;8
chr2a;18500000;18999999;1
chr2a;19000000;19499999;4
chr2a;19500000;19999999;3
chr2a;20000000;20499999;1
chr2a;20500000;20999999;5
chr2a;21000000;21499999;5
chr2a;21500000;21999999;2
chr2a;22000000;22499999;3
chr2a;22500000;22999999;2
chr2a;23000000;23499999;4
chr2a;23500000;23999999;11
chr2a;24000000;24499999;15
chr2a;24500000;24999999;4
chr2a;25000000;25499999;2
chr2a;25500000;25999999;3
chr2a;26000000;26499999;2
chr2a;26500000;26999999;2
chr2a;27000000;27499999;1
chr2a;27500000;27999999;1
chr2a;28000000;28499999;16
chr2a;28500000;28999999;10
chr2a;29000000;29499999;8
chr2a;29500000;29999999;12
chr2a;30000000;30499999;10
chr2a;30500000;30999999;16
chr2a;31000000;31499999;2
chr2a;31500000;31999999;19
chr2a;32000000;32499999;17
chr2a;32500000;32999999;9
chr2a;33000000;33499999;20
chr2a;33500000;33999999;20
chr2a;34000000;34499999;22
chr2a;34500000;34999999;40
chr2a;35000000;35499999;26
chr2a;35500000;35999999;25
chr2a;36000000;36499999;25
chr2a;36500000;36999999;11
chr2a;37000000;37499999;31
chr2a;37500000;37999999;28
chr2a;38000000;38499999;38
chr2a;38500000;38999999;34
chr2a;39000000;39499999;39
chr2a;39500000;39999999;24
chr2a;40000000;40499999;38
chr2a;40500000;40999999;62
chr2a;41000000;41499999;38
chr2a;41500000;41999999;43
chr2a;42000000;42499999;24
chr2a;42500000;42999999;36
chr2a;43000000;43499999;47
chr2a;43500000;43999999;29
chr2a;44000000;44499999;33
chr2a;44500000;44999999;39
chr2a;45000000;45499999;37
chr2a;45500000;45999999;46
chr2a;46000000;46499999;22
chr2a;46500000;46999999;16
chr2a;47000000;47499999;36
chr2a;47500000;47999999;32
chr2a;48000000;48499999;24
chr2a;48500000;48999999;28
chr2a;49000000;49499999;44
chr2a;49500000;49999999;43
chr2a;50000000;50499999;24
chr2a;50500000;50999999;32
chr2a;51000000;51499999;52
chr2a;51500000;51999999;45
chr2a;52000000;52499999;46
chr2a;52500000;52999999;52
chr2b;0;499999;0
chr2b;500000;999999;42
chr2b;1000000;1499999;45
chr2b;1500000;1999999;46
chr2b;2000000;2499999;31
chr2b;2500000;2999999;40
chr2b;3000000;3499999;43
chr2b;3500000;3999999;33
chr2b;4000000;4499999;32
chr2b;4500000;4999999;31
chr2b;5000000;5499999;33
chr2b;5500000;5999999;17
chr2b;6000000;6499999;10
chr2b;6500000;6999999;11
chr2b;7000000;7499999;12
chr2b;7500000;7999999;17
chr2b;8000000;8499999;5
chr2b;8500000;8999999;15
chr2b;9000000;9499999;3
chr2b;9500000;9999999;7
chr2b;10000000;10499999;8
chr2b;10500000;10999999;2
chr2b;11000000;11499999;10
chr2b;11500000;11999999;14
chr2b;12000000;12499999;1
chr2b;12500000;12999999;3
chr2b;13000000;13499999;12
chr2b;13500000;13999999;5
chr2b;14000000;14499999;3
chr2b;14500000;14999999;3
chr2b;15000000;15499999;1
chr2b;15500000;15999999;2
chr2b;16000000;16499999;2
chr2b;16500000;16999999;1
chr2b;17000000;17499999;3
chr2b;17500000;17999999;9
chr2b;18000000;18499999;8
chr2b;18500000;18999999;2
chr2b;19000000;19499999;1
chr2b;19500000;19999999;5
chr2b;20000000;20499999;1
chr2b;20500000;20999999;3
chr2b;21000000;21499999;2
chr2b;21500000;21999999;5
chr2b;22000000;22499999;3
chr2b;22500000;22999999;2
chr2b;23000000;23499999;4
chr2b;23500000;23999999;9
chr2b;24000000;24499999;17
chr2b;24500000;24999999;5
chr2b;25000000;25499999;2
chr2b;25500000;25999999;3
chr2b;26000000;26499999;2
chr2b;26500000;26999999;2
chr2b;27000000;27499999;1
chr2b;27500000;27999999;1
chr2b;28000000;28499999;14
chr2b;28500000;28999999;12
chr2b;29000000;29499999;11
chr2b;29500000;29999999;11
chr2b;30000000;30499999;7
chr2b;30500000;30999999;11
chr2b;31000000;31499999;10
chr2b;31500000;31999999;9
chr2b;32000000;32499999;16
chr2b;32500000;32999999;8
chr2b;33000000;33499999;21
chr2b;33500000;33999999;14
chr2b;34000000;34499999;25
chr2b;34500000;34999999;27
chr2b;35000000;35499999;28
chr2b;35500000;35999999;32
chr2b;36000000;36499999;29
chr2b;36500000;36999999;17
chr2b;37000000;37499999;24
chr2b;37500000;37999999;31
chr2b;38000000;38499999;25
chr2b;38500000;38999999;41
chr2b;39000000;39499999;39
chr2b;39500000;39999999;24
chr2b;40000000;40499999;40
chr2b;40500000;40999999;37
chr2b;41000000;41499999;16
chr2b;41500000;41999999;7
chr2b;42000000;42499999;17
chr2b;42500000;42999999;26
chr2b;43000000;43499999;35
chr2b;43500000;43999999;41
chr2b;44000000;44499999;25
chr2b;44500000;44999999;33
chr2b;45000000;45499999;39
chr2b;45500000;45999999;38
chr2b;46000000;46499999;45
chr2b;46500000;46999999;21
chr2b;47000000;47499999;27
chr2b;47500000;47999999;40
chr2b;48000000;48499999;23
chr2b;48500000;48999999;27
chr2b;49000000;49499999;37
chr2b;49500000;49999999;49
chr2b;50000000;50499999;31
chr2b;50500000;50999999;50
chr2b;51000000;51499999;50
chr3a;0;499999;0
chr3a;500000;999999;56
chr3a;1000000;1499999;50
chr3a;1500000;1999999;44
chr3a;2000000;2499999;43
chr3a;2500000;2999999;43
chr3a;3000000;3499999;38
chr3a;3500000;3999999;38
chr3a;4000000;4499999;39
chr3a;4500000;4999999;37
chr3a;5000000;5499999;34
chr3a;5500000;5999999;39
chr3a;6000000;6499999;31
chr3a;6500000;6999999;35
chr3a;7000000;7499999;37
chr3a;7500000;7999999;41
chr3a;8000000;8499999;30
chr3a;8500000;8999999;44
chr3a;9000000;9499999;43
chr3a;9500000;9999999;61
chr3a;10000000;10499999;45
chr3a;10500000;10999999;23
chr3a;11000000;11499999;19
chr3a;11500000;11999999;25
chr3a;12000000;12499999;30
chr3a;12500000;12999999;35
chr3a;13000000;13499999;28
chr3a;13500000;13999999;30
chr3a;14000000;14499999;24
chr3a;14500000;14999999;33
chr3a;15000000;15499999;26
chr3a;15500000;15999999;17
chr3a;16000000;16499999;22
chr3a;16500000;16999999;35
chr3a;17000000;17499999;21
chr3a;17500000;17999999;12
chr3a;18000000;18499999;17
chr3a;18500000;18999999;24
chr3a;19000000;19499999;21
chr3a;19500000;19999999;4
chr3a;20000000;20499999;13
chr3a;20500000;20999999;15
chr3a;21000000;21499999;15
chr3a;21500000;21999999;11
chr3a;22000000;22499999;8
chr3a;22500000;22999999;4
chr3a;23000000;23499999;5
chr3a;23500000;23999999;8
chr3a;24000000;24499999;3
chr3a;24500000;24999999;1
chr3a;25000000;25499999;4
chr3a;25500000;25999999;5
chr3a;26000000;26499999;7
chr3a;26500000;26999999;7
chr3a;27000000;27499999;7
chr3a;27500000;27999999;7
chr3a;28000000;28499999;3
chr3a;28500000;28999999;9
chr3a;29000000;29499999;3
chr3a;29500000;29999999;1
chr3a;30000000;30499999;3
chr3a;30500000;30999999;2
chr3a;31000000;31499999;3
chr3a;31500000;31999999;6
chr3a;32000000;32499999;8
chr3a;32500000;32999999;8
chr3a;33000000;33499999;16
chr3a;33500000;33999999;10
chr3a;34000000;34499999;27
chr3a;34500000;34999999;12
chr3a;35000000;35499999;12
chr3a;35500000;35999999;11
chr3a;36000000;36499999;2
chr3a;36500000;36999999;9
chr3a;37000000;37499999;25
chr3a;37500000;37999999;30
chr3a;38000000;38499999;29
chr3a;38500000;38999999;35
chr3a;39000000;39499999;41
chr3a;39500000;39999999;29
chr3a;40000000;40499999;33
chr3a;40500000;40999999;42
chr3a;41000000;41499999;35
chr3a;41500000;41999999;45
chr3a;42000000;42499999;31
chr3a;42500000;42999999;43
chr3a;43000000;43499999;35
chr3a;43500000;43999999;51
chr3a;44000000;44499999;50
chr3a;44500000;44999999;45
chr3a;45000000;45499999;33
chr3a;45500000;45999999;28
chr3a;46000000;46499999;39
chr3a;46500000;46999999;53
chr3b;0;499999;0
chr3b;500000;999999;55
chr3b;1000000;1499999;49
chr3b;1500000;1999999;51
chr3b;2000000;2499999;44
chr3b;2500000;2999999;57
chr3b;3000000;3499999;45
chr3b;3500000;3999999;44
chr3b;4000000;4499999;52
chr3b;4500000;4999999;42
chr3b;5000000;5499999;37
chr3b;5500000;5999999;48
chr3b;6000000;6499999;40
chr3b;6500000;6999999;39
chr3b;7000000;7499999;42
chr3b;7500000;7999999;38
chr3b;8000000;8499999;26
chr3b;8500000;8999999;46
chr3b;9000000;9499999;26
chr3b;9500000;9999999;37
chr3b;10000000;10499999;27
chr3b;10500000;10999999;36
chr3b;11000000;11499999;14
chr3b;11500000;11999999;5
chr3b;12000000;12499999;15
chr3b;12500000;12999999;6
chr3b;13000000;13499999;17
chr3b;13500000;13999999;9
chr3b;14000000;14499999;6
chr3b;14500000;14999999;5
chr3b;15000000;15499999;10
chr3b;15500000;15999999;10
chr3b;16000000;16499999;10
chr3b;16500000;16999999;22
chr3b;17000000;17499999;5
chr3b;17500000;17999999;13
chr3b;18000000;18499999;13
chr3b;18500000;18999999;6
chr3b;19000000;19499999;3
chr3b;19500000;19999999;6
chr3b;20000000;20499999;11
chr3b;20500000;20999999;5
chr3b;21000000;21499999;8
chr3b;21500000;21999999;4
chr3b;22000000;22499999;9
chr3b;22500000;22999999;15
chr3b;23000000;23499999;8
chr3b;23500000;23999999;3
chr3b;24000000;24499999;6
chr3b;24500000;24999999;9
chr3b;25000000;25499999;1
chr3b;25500000;25999999;8
chr3b;26000000;26499999;1
chr3b;26500000;26999999;22
chr3b;27000000;27499999;1
chr3b;27500000;27999999;5
chr3b;28000000;28499999;7
chr3b;28500000;28999999;9
chr3b;29000000;29499999;3
chr3b;29500000;29999999;14
chr3b;30000000;30499999;6
chr3b;30500000;30999999;9
chr3b;31000000;31499999;5
chr3b;31500000;31999999;13
chr3b;32000000;32499999;10
chr3b;32500000;32999999;22
chr3b;33000000;33499999;5
chr3b;33500000;33999999;9
chr3b;34000000;34499999;12
chr3b;34500000;34999999;16
chr3b;35000000;35499999;11
chr3b;35500000;35999999;9
chr3b;36000000;36499999;19
chr3b;36500000;36999999;25
chr3b;37000000;37499999;25
chr3b;37500000;37999999;20
chr3b;38000000;38499999;35
chr3b;38500000;38999999;29
chr3b;39000000;39499999;35
chr3b;39500000;39999999;35
chr3b;40000000;40499999;36
chr3b;40500000;40999999;32
chr3b;41000000;41499999;11
chr3b;41500000;41999999;22
chr3b;42000000;42499999;34
chr3b;42500000;42999999;31
chr3b;43000000;43499999;39
chr3b;43500000;43999999;46
chr3b;44000000;44499999;33
chr3b;44500000;44999999;36
chr3b;45000000;45499999;33
chr3b;45500000;45999999;44
chr3b;46000000;46499999;39
chr3b;46500000;46999999;42
chr3b;47000000;47499999;49
chr4a;0;499999;0
chr4a;500000;999999;58
chr4a;1000000;1499999;50
chr4a;1500000;1999999;48
chr4a;2000000;2499999;46
chr4a;2500000;2999999;56
chr4a;3000000;3499999;48
chr4a;3500000;3999999;45
chr4a;4000000;4499999;50
chr4a;4500000;4999999;39
chr4a;5000000;5499999;40
chr4a;5500000;5999999;48
chr4a;6000000;6499999;40
chr4a;6500000;6999999;40
chr4a;7000000;7499999;44
chr4a;7500000;7999999;37
chr4a;8000000;8499999;25
chr4a;8500000;8999999;43
chr4a;9000000;9499999;27
chr4a;9500000;9999999;34
chr4a;10000000;10499999;30
chr4a;10500000;10999999;38
chr4a;11000000;11499999;6
chr4a;11500000;11999999;8
chr4a;12000000;12499999;13
chr4a;12500000;12999999;7
chr4a;13000000;13499999;17
chr4a;13500000;13999999;9
chr4a;14000000;14499999;5
chr4a;14500000;14999999;5
chr4a;15000000;15499999;14
chr4a;15500000;15999999;11
chr4a;16000000;16499999;11
chr4a;16500000;16999999;22
chr4a;17000000;17499999;11
chr4a;17500000;17999999;14
chr4a;18000000;18499999;9
chr4a;18500000;18999999;5
chr4a;19000000;19499999;7
chr4a;19500000;19999999;2
chr4a;20000000;20499999;11
chr4a;20500000;20999999;4
chr4a;21000000;21499999;9
chr4a;21500000;21999999;6
chr4a;22000000;22499999;9
chr4a;22500000;22999999;13
chr4a;23000000;23499999;8
chr4a;23500000;23999999;6
chr4a;24000000;24499999;18
chr4a;24500000;24999999;1
chr4a;25000000;25499999;8
chr4a;25500000;25999999;10
chr4a;26000000;26499999;3
chr4a;26500000;26999999;5
chr4a;27000000;27499999;13
chr4a;27500000;27999999;5
chr4a;28000000;28499999;10
chr4a;28500000;28999999;4
chr4a;29000000;29499999;15
chr4a;29500000;29999999;15
chr4a;30000000;30499999;23
chr4a;30500000;30999999;3
chr4a;31000000;31499999;8
chr4a;31500000;31999999;13
chr4a;32000000;32499999;17
chr4a;32500000;32999999;11
chr4a;33000000;33499999;10
chr4a;33500000;33999999;20
chr4a;34000000;34499999;25
chr4a;34500000;34999999;27
chr4a;35000000;35499999;20
chr4a;35500000;35999999;33
chr4a;36000000;36499999;30
chr4a;36500000;36999999;32
chr4a;37000000;37499999;39
chr4a;37500000;37999999;42
chr4a;38000000;38499999;27
chr4a;38500000;38999999;14
chr4a;39000000;39499999;21
chr4a;39500000;39999999;34
chr4a;40000000;40499999;30
chr4a;40500000;40999999;38
chr4a;41000000;41499999;45
chr4a;41500000;41999999;34
chr4a;42000000;42499999;36
chr4a;42500000;42999999;34
chr4a;43000000;43499999;41
chr4a;43500000;43999999;40
chr4a;44000000;44499999;40
chr4a;44500000;44999999;50
chr4b;0;499999;0
chr4b;500000;999999;43
chr4b;1000000;1499999;54
chr4b;1500000;1999999;38
chr4b;2000000;2499999;34
chr4b;2500000;2999999;34
chr4b;3000000;3499999;49
chr4b;3500000;3999999;49
chr4b;4000000;4499999;43
chr4b;4500000;4999999;38
chr4b;5000000;5499999;37
chr4b;5500000;5999999;41
chr4b;6000000;6499999;39
chr4b;6500000;6999999;41
chr4b;7000000;7499999;33
chr4b;7500000;7999999;35
chr4b;8000000;8499999;32
chr4b;8500000;8999999;45
chr4b;9000000;9499999;30
chr4b;9500000;9999999;24
chr4b;10000000;10499999;33
chr4b;10500000;10999999;14
chr4b;11000000;11499999;7
chr4b;11500000;11999999;10
chr4b;12000000;12499999;12
chr4b;12500000;12999999;13
chr4b;13000000;13499999;27
chr4b;13500000;13999999;13
chr4b;14000000;14499999;13
chr4b;14500000;14999999;11
chr4b;15000000;15499999;8
chr4b;15500000;15999999;3
chr4b;16000000;16499999;3
chr4b;16500000;16999999;2
chr4b;17000000;17499999;1
chr4b;17500000;17999999;2
chr4b;18000000;18499999;10
chr4b;18500000;18999999;4
chr4b;19000000;19499999;2
chr4b;19500000;19999999;10
chr4b;20000000;20499999;7
chr4b;20500000;20999999;8
chr4b;21000000;21499999;10
chr4b;21500000;21999999;3
chr4b;22000000;22499999;2
chr4b;22500000;22999999;5
chr4b;23000000;23499999;2
chr4b;23500000;23999999;12
chr4b;24000000;24499999;2
chr4b;24500000;24999999;4
chr4b;25000000;25499999;12
chr4b;25500000;25999999;17
chr4b;26000000;26499999;17
chr4b;26500000;26999999;12
chr4b;27000000;27499999;4
chr4b;27500000;27999999;16
chr4b;28000000;28499999;18
chr4b;28500000;28999999;20
chr4b;29000000;29499999;17
chr4b;29500000;29999999;23
chr4b;30000000;30499999;26
chr4b;30500000;30999999;16
chr4b;31000000;31499999;22
chr4b;31500000;31999999;21
chr4b;32000000;32499999;31
chr4b;32500000;32999999;26
chr4b;33000000;33499999;25
chr4b;33500000;33999999;36
chr4b;34000000;34499999;20
chr4b;34500000;34999999;37
chr4b;35000000;35499999;37
chr4b;35500000;35999999;24
chr4b;36000000;36499999;46
chr4b;36500000;36999999;56
chr4b;37000000;37499999;45
chr4b;37500000;37999999;43
chr4b;38000000;38499999;34
chr4b;38500000;38999999;33
chr4b;39000000;39499999;43
chr4b;39500000;39999999;31
chr4b;40000000;40499999;33
chr4b;40500000;40999999;42
chr4b;41000000;41499999;48
chr4b;41500000;41999999;51
chr4b;42000000;42499999;48
chr4b;42500000;42999999;43
chr4b;43000000;43499999;41
chr4b;43500000;43999999;44
chr4b;44000000;44499999;41
chr4b;44500000;44999999;35
chr4b;45000000;45499999;38
chr4b;45500000;45999999;37
chr4b;46000000;46499999;25
chr4b;46500000;46999999;19
chr5a;0;499999;0
chr5a;500000;999999;68
chr5a;1000000;1499999;55
chr5a;1500000;1999999;54
chr5a;2000000;2499999;47
chr5a;2500000;2999999;23
chr5a;3000000;3499999;2
chr5a;3500000;3999999;14
chr5a;4000000;4499999;4
chr5a;4500000;4999999;9
chr5a;5000000;5499999;4
chr5a;5500000;5999999;5
chr5a;6000000;6499999;5
chr5a;6500000;6999999;3
chr5a;7000000;7499999;4
chr5a;7500000;7999999;3
chr5a;8000000;8499999;19
chr5a;8500000;8999999;12
chr5a;9000000;9499999;2
chr5a;9500000;9999999;14
chr5a;10000000;10499999;9
chr5a;10500000;10999999;14
chr5a;11000000;11499999;7
chr5a;11500000;11999999;22
chr5a;12000000;12499999;9
chr5a;12500000;12999999;10
chr5a;13000000;13499999;14
chr5a;13500000;13999999;7
chr5a;14000000;14499999;6
chr5a;14500000;14999999;1
chr5a;15000000;15499999;3
chr5a;15500000;15999999;3
chr5a;16000000;16499999;1
chr5a;16500000;16999999;3
chr5a;17000000;17499999;9
chr5a;17500000;17999999;3
